entry_dt,exit_dt,direction,entry_px,exit_px,shares,reason,pnl_pct,pnl_abs
2021-07-19 09:45:00,2021-07-19 15:15:00,Short,3185.41,3184.9,31,EOD,-0.144,-144.1
2021-08-30 11:15:00,2021-08-30 13:30:00,Long,3737.37,3707.47,26,SL,-0.96,-960.0
2021-10-27 09:30:00,2021-10-27 15:15:00,Long,3508.05,3488.45,28,EOD,-0.719,-718.8
2021-11-10 12:00:00,2021-11-10 15:15:00,Short,3494.2,3484.5,28,EOD,0.118,117.66
2021-12-23 09:30:00,2021-12-23 15:15:00,Long,3643.47,3660.65,27,EOD,0.312,311.51
2022-01-31 15:15:00,2022-02-07 09:15:00,Short,3729.03,3758.87,26,SL,-0.96,-960.0
2022-02-10 10:15:00,2022-02-10 15:15:00,Long,3775.79,3764.8,26,EOD,-0.451,-450.98
2022-03-17 15:15:00,2022-03-21 09:15:00,Short,3672.16,3701.54,27,SL,-0.96,-960.0
2022-04-05 09:30:00,2022-04-05 15:15:00,Long,3819.66,3812.5,26,EOD,-0.347,-347.42
2022-07-12 09:15:00,2022-07-12 15:15:00,Short,3113.34,3084.5,32,EOD,0.766,766.42
2022-08-16 14:45:00,2022-08-16 15:15:00,Short,3390.3,3393.0,29,EOD,-0.24,-239.52
2022-10-19 11:00:00,2022-10-19 15:15:00,Short,3130.58,3117.3,31,EOD,0.264,264.33
2022-12-02 09:30:00,2022-12-02 15:15:00,Short,3437.28,3437.1,29,EOD,-0.155,-154.75
2022-12-09 09:30:00,2022-12-09 12:30:00,Short,3342.38,3288.9,29,TP,1.44,1440.0
2023-01-20 10:45:00,2023-01-20 14:00:00,Long,3391.64,3364.51,29,SL,-0.96,-960.0
2023-01-27 12:15:00,2023-01-27 15:15:00,Short,3405.4,3410.0,29,EOD,-0.295,-295.18
2023-04-17 09:30:00,2023-04-17 11:00:00,Short,3087.91,3112.61,32,SL,-0.96,-960.0
2023-04-26 14:30:00,2023-04-26 15:15:00,Short,3189.9,3195.0,31,EOD,-0.32,-319.75
2023-05-09 14:45:00,2023-05-09 15:15:00,Long,3262.38,3292.0,30,EOD,0.748,747.91
2023-05-11 14:45:00,2023-05-11 15:15:00,Short,3283.96,3281.05,30,EOD,-0.071,-71.47
2023-05-16 15:15:00,2023-05-17 09:15:00,Short,3252.67,3278.69,30,SL,-0.96,-960.0
2023-07-05 14:45:00,2023-07-05 15:15:00,Short,3305.8,3322.0,30,EOD,-0.65,-650.16
2023-08-29 09:45:00,2023-08-29 15:15:00,Long,3386.04,3375.0,29,EOD,-0.486,-486.11
2023-10-11 09:30:00,2023-10-11 15:15:00,Long,3635.82,3606.73,27,SL,-0.96,-960.0
2023-11-15 09:30:00,2023-11-15 15:15:00,Long,3379.54,3408.6,29,EOD,0.7,699.91
2024-01-03 14:45:00,2024-01-03 15:15:00,Short,3695.95,3692.6,27,EOD,-0.069,-69.33
2024-01-18 09:45:00,2024-01-18 13:45:00,Short,3864.32,3895.23,25,SL,-0.96,-960.0
2024-03-26 15:00:00,2024-03-26 15:15:00,Short,3882.66,3883.0,25,EOD,-0.169,-168.82
2024-04-02 14:45:00,2024-04-02 15:15:00,Long,3897.65,3890.2,25,EOD,-0.351,-351.09
2024-05-22 09:15:00,2024-05-22 15:15:00,Long,3836.92,3831.5,26,EOD,-0.301,-301.19
2024-08-27 14:45:00,2024-08-27 15:15:00,Long,4507.65,4491.0,22,EOD,-0.529,-529.43
2024-10-30 15:15:00,2024-10-31 09:15:00,Short,4082.01,4016.7,24,TP,1.44,1440.0
2025-01-01 09:30:00,2025-01-01 11:15:00,Short,4097.65,4130.43,24,SL,-0.96,-960.0
2025-01-02 09:45:00,2025-01-02 15:15:00,Long,4133.77,4166.0,24,EOD,0.62,619.78
2025-01-08 13:15:00,2025-01-08 15:00:00,Long,4049.57,4114.37,24,TP,1.44,1440.0
2025-01-15 15:00:00,2025-01-15 15:15:00,Long,4239.12,4255.4,23,EOD,0.224,224.08
2025-02-21 09:15:00,2025-02-21 15:15:00,Long,3777.99,3789.9,26,EOD,0.155,155.3
2025-04-29 11:15:00,2025-04-29 15:15:00,Long,3461.33,3463.1,28,EOD,-0.109,-108.86
2025-05-19 09:30:00,2025-05-19 15:15:00,Short,3527.04,3518.0,28,EOD,0.096,96.18
2025-05-27 09:30:00,2025-05-27 11:00:00,Short,3488.35,3516.26,28,SL,-0.96,-960.0
2025-05-29 09:30:00,2025-05-29 12:30:00,Long,3515.26,3487.13,28,SL,-0.96,-960.0
2025-05-30 14:45:00,2025-05-30 15:15:00,Short,3483.56,3460.0,28,EOD,0.516,516.24
2025-07-31 09:30:00,2025-07-31 13:30:00,Short,3029.98,3054.22,33,SL,-0.96,-960.0
2025-08-12 09:30:00,2025-08-12 14:15:00,Long,3064.63,3040.11,32,SL,-0.96,-960.0
2025-10-31 09:30:00,2025-10-31 15:15:00,Long,3065.93,3060.0,32,EOD,-0.353,-353.49
2025-12-16 09:30:00,2025-12-16 15:15:00,Short,3209.39,3206.6,31,EOD,-0.073,-72.93
2025-12-24 14:45:00,2025-12-24 15:15:00,Long,3319.66,3313.1,30,EOD,-0.358,-357.58
