date,open,high,low,close,volume,day,cpr_pp,cpr_bc,cpr_tc,cpr_width,supertrend,supertrend_dir,bb_middle,bb_upper,bb_lower,price,std,mid band,upper band,lower band,signals,cumsum,coordinates
2021-09-09 09:30:00+05:30,17338.3,17339.1,17308.45,17323.05,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17332.478,17397.13176765858,17267.82423234142,17323.05,,,,,0,0,
2021-09-09 09:45:00+05:30,17322.5,17342.45,17317.85,17318.65,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17330.494,17393.66216496027,17267.325835039726,17318.65,,,,,0,0,
2021-09-09 10:00:00+05:30,17319.35,17336.6,17317.45,17324.4,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17329.88,17392.97471616901,17266.785283830992,17324.4,,,,,0,0,
2021-09-09 10:15:00+05:30,17324.7,17346.6,17318.2,17336.4,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17328.738,17390.26639533457,17267.209604665433,17336.4,,,,,0,0,
2021-09-09 10:30:00+05:30,17337.25,17369.15,17336.0,17367.3,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17328.52,17389.45889405336,17267.58110594664,17367.3,,,,,0,0,
2021-09-09 10:45:00+05:30,17367.3,17368.1,17354.5,17363.9,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17328.608,17389.74433087164,17267.47166912836,17363.9,,,,,0,0,
2021-09-09 11:00:00+05:30,17365.1,17367.75,17344.9,17349.3,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17327.886000000002,17387.58457975234,17268.187420247665,17349.3,,,,,0,0,
2021-09-09 11:15:00+05:30,17349.15,17359.55,17343.45,17343.45,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17327.254,17385.936951054337,17268.571048945665,17343.45,,,,,0,0,
2021-09-09 11:30:00+05:30,17343.7,17349.85,17337.15,17346.7,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17326.926,17385.076440277313,17268.775559722686,17346.7,,,,,0,0,
2021-09-09 11:45:00+05:30,17346.85,17358.75,17343.95,17357.25,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17326.728,17384.428634939708,17269.02736506029,17357.25,,,,,0,0,
2021-09-09 12:00:00+05:30,17357.8,17357.9,17345.05,17347.6,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17326.056,17382.3604462227,17269.7515537773,17347.6,,,,,0,0,
2021-09-09 12:15:00+05:30,17347.45,17352.4,17330.95,17330.95,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17326.202,17382.5375127113,17269.866487288702,17330.95,,,,,0,0,
2021-09-09 12:30:00+05:30,17332.05,17332.05,17303.65,17308.7,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17326.982,17381.765244814866,17272.198755185134,17308.7,,,,,0,0,
2021-09-09 12:45:00+05:30,17309.15,17334.6,17307.45,17325.2,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17328.42,17381.009428675792,17275.830571324204,17325.2,,,,,0,0,
2021-09-09 13:00:00+05:30,17324.75,17331.25,17307.6,17318.65,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17330.614,17376.3692928572,17284.8587071428,17318.65,,,,,0,0,
2021-09-09 13:15:00+05:30,17318.05,17341.85,17317.3,17338.2,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17332.252,17376.00033931076,17288.50366068924,17338.2,,,,,0,0,
2021-09-09 13:30:00+05:30,17338.1,17351.4,17333.85,17349.15,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17334.86,17374.34549111321,17295.37450888679,17349.15,,,,,0,0,
2021-09-09 13:45:00+05:30,17349.55,17353.55,17336.35,17340.75,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17336.674,17372.762193421844,17300.585806578154,17340.75,,,,,0,0,
2021-09-09 14:00:00+05:30,17341.0,17348.45,17337.4,17344.1,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17337.436,17373.314121807773,17301.55787819223,17344.1,,,,,0,0,
2021-09-09 14:15:00+05:30,17344.2,17345.5,17333.35,17341.75,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17339.212000000003,17371.157244285412,17307.266755714594,17341.75,15.607466794353563,17338.7725,17369.987433588707,17307.55756641129,0,0,
2021-09-09 14:30:00+05:30,17341.95,17342.65,17320.8,17325.5,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17339.422000000002,17370.931936090936,17307.91206390907,17325.5,15.486716719073977,17338.895,17369.868433438147,17307.921566561854,0,0,
2021-09-09 14:45:00+05:30,17325.85,17350.45,17325.85,17339.15,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17340.052,17370.877761830896,17309.226238169103,17339.15,14.73649604856864,17339.920000000002,17369.39299209714,17310.447007902865,0,0,
2021-09-09 15:00:00+05:30,17339.25,17375.5,17339.25,17364.5,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17340.582,17372.592521902265,17308.571478097732,17364.5,15.23332133670708,17341.925000000003,17372.391642673418,17311.458357326588,0,0,
2021-09-09 15:15:00+05:30,17365.0,17379.3,17355.45,17358.1,0,2021-09-09,17335.716666666664,17318.225,17353.20833333333,0.0020179917569024,17205.526813349552,1,17340.078,17370.534908452028,17309.621091547975,17358.1,15.5877617312261,17343.010000000002,17374.185523462453,17311.83447653755,0,0,
2021-09-13 09:15:00+05:30,17363.55,17371.05,17305.45,17309.8,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17338.9,17371.590120961144,17306.20987903886,17309.8,16.163922628398932,17340.135000000002,17372.4628452568,17307.807154743205,0,0,
2021-09-13 09:30:00+05:30,17311.35,17331.15,17298.05,17328.4,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17339.113999999998,17371.45445801244,17306.773541987557,17328.4,15.345319876277873,17338.36,17369.050639752557,17307.669360247444,0,0,
2021-09-13 09:45:00+05:30,17329.0,17334.15,17299.55,17308.55,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17338.71,17372.291447384738,17305.12855261526,17308.55,16.47968825554736,17336.322500000002,17369.281876511097,17303.363123488907,0,0,
2021-09-13 10:00:00+05:30,17307.85,17307.85,17269.65,17288.2,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17337.262,17375.924180906575,17298.599819093422,17288.2,19.564156269216486,17333.56,17372.688312538434,17294.43168746157,0,0,
2021-09-13 10:15:00+05:30,17286.55,17307.65,17285.8,17299.55,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17335.788,17377.18251452127,17294.39348547873,17299.55,20.704985892037584,17331.2025,17372.612471784076,17289.792528215923,0,0,
2021-09-13 10:30:00+05:30,17299.25,17311.25,17288.95,17305.2,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17333.304,17374.28745940071,17292.32054059929,17305.2,20.529093604212544,17328.6,17369.658187208424,17287.541812791573,0,0,
2021-09-13 10:45:00+05:30,17305.4,17319.95,17303.65,17313.65,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17331.293999999998,17370.986692834424,17291.601307165573,17313.65,20.27742116765634,17326.9025,17367.457342335314,17286.347657664686,0,0,
2021-09-13 11:00:00+05:30,17313.85,17325.15,17312.75,17316.0,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17329.962,17369.38234287582,17290.54165712418,17316.0,20.395574210313715,17326.155,17366.946148420626,17285.363851579372,0,0,
2021-09-13 11:15:00+05:30,17316.15,17321.75,17306.75,17316.55,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17328.886,17368.2434036802,17289.528596319797,17316.55,20.115596691700443,17326.5475,17366.778693383403,17286.316306616598,0,0,
2021-09-13 11:30:00+05:30,17316.1,17335.15,17316.0,17327.8,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17328.13,17366.80988635513,17289.45011364487,17327.8,20.114831363684488,17326.677499999998,17366.907162727366,17286.44783727263,0,0,
2021-09-13 11:45:00+05:30,17327.8,17328.7,17317.8,17324.6,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17326.824,17363.642866148275,17290.005133851726,17324.6,20.033692015938197,17326.975,17367.042384031876,17286.90761596812,0,0,
2021-09-13 12:00:00+05:30,17325.9,17335.4,17324.9,17330.3,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17326.131999999998,17362.000982595608,17290.263017404388,17330.3,19.877998946203206,17326.579999999998,17366.335997892405,17286.82400210759,0,0,
2021-09-13 12:15:00+05:30,17331.3,17335.3,17327.65,17331.95,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17326.172,17362.064607490178,17290.27939250982,17331.95,19.21101931595217,17325.719999999998,17364.1420386319,17287.297961368095,0,0,
2021-09-13 12:30:00+05:30,17332.5,17349.3,17331.05,17347.85,0,2021-09-13,17347.016666666666,17341.475,17352.558333333334,0.0006389186997573,17205.526813349552,1,17327.738,17363.860240136037,17291.615759863966,17347.85,19.565702403090587,17326.075,17365.20640480618,17286.94359519382,0,0,
