entry_dt,exit_dt,direction,entry_px,exit_px,shares,reason,pnl_pct,pnl_abs
2015-12-24 13:00:00,2015-12-24 15:15:00,Long,1216.19,1216.03,82,EOD,-0.173,-172.97
2015-12-28 14:15:00,2015-12-28 15:15:00,Long,1229.79,1227.5,81,EOD,-0.347,-346.58
2015-12-28 15:15:00,2015-12-29 15:15:00,Long,1232.62,1224.68,81,EOD,-0.804,-803.83
2016-01-04 14:45:00,2016-01-04 15:15:00,Short,1184.01,1186.5,84,EOD,-0.37,-370.5
2016-01-05 12:00:00,2016-01-05 15:15:00,Short,1172.56,1174.93,85,EOD,-0.362,-361.83
2016-01-06 15:15:00,2016-01-07 10:30:00,Long,1189.74,1180.23,84,SL,-0.96,-960.0
2016-01-08 10:00:00,2016-01-08 15:15:00,Long,1195.98,1200.4,83,EOD,0.21,209.77
2016-01-11 14:15:00,2016-01-11 15:15:00,Long,1185.67,1181.4,84,EOD,-0.52,-520.35
2016-01-12 09:45:00,2016-01-12 14:15:00,Short,1169.91,1151.2,85,TP,1.44,1440.0
2016-01-12 14:15:00,2016-01-12 15:00:00,Short,1155.52,1164.77,86,SL,-0.96,-960.0
2016-01-13 11:15:00,2016-01-13 13:15:00,Short,1129.37,1138.4,88,SL,-0.96,-960.0
2016-01-20 14:15:00,2016-01-20 15:15:00,Long,1135.6,1140.0,88,EOD,0.228,227.68
2016-01-21 11:30:00,2016-01-21 15:15:00,Short,1126.94,1129.0,88,EOD,-0.343,-343.13
2016-01-22 11:15:00,2016-01-22 15:15:00,Long,1144.02,1145.0,87,EOD,-0.074,-74.49
2016-01-27 09:30:00,2016-01-27 09:45:00,Short,1149.65,1158.85,86,SL,-0.96,-960.0
2016-01-28 10:30:00,2016-01-28 12:30:00,Long,1170.97,1161.6,85,SL,-0.96,-960.0
2016-02-03 09:15:00,2016-02-03 09:30:00,Long,1190.6,1181.07,83,SL,-0.96,-960.0
2016-02-03 09:30:00,2016-02-03 11:45:00,Long,1182.59,1201.51,84,TP,1.44,1440.0
2016-02-03 11:45:00,2016-02-03 15:15:00,Long,1197.45,1212.4,83,EOD,1.089,1088.62
2016-02-03 15:15:00,2016-02-04 15:15:00,Long,1210.03,1211.5,82,EOD,-0.039,-38.91
2016-02-05 10:00:00,2016-02-05 13:00:00,Long,1219.01,1209.26,82,SL,-0.96,-960.0
2016-02-05 14:30:00,2016-02-05 15:15:00,Short,1207.35,1212.0,82,EOD,-0.545,-545.47
2016-02-08 15:15:00,2016-02-09 09:15:00,Short,1183.16,1164.23,84,TP,1.44,1440.0
2016-02-09 09:15:00,2016-02-09 09:30:00,Short,1164.42,1145.79,85,TP,1.44,1440.0
2016-02-09 09:30:00,2016-02-09 15:15:00,Short,1138.16,1140.35,87,EOD,-0.352,-352.36
2016-02-11 15:15:00,2016-02-12 09:15:00,Short,1102.0,1110.81,90,SL,-0.96,-960.0
2016-02-12 09:15:00,2016-02-12 09:30:00,Short,1099.45,1108.25,90,SL,-0.96,-960.0
2016-02-15 11:30:00,2016-02-15 15:00:00,Long,1145.02,1135.86,87,SL,-0.96,-960.0
2016-02-16 09:45:00,2016-02-16 12:45:00,Short,1125.29,1134.29,88,SL,-0.96,-960.0
2016-02-17 13:45:00,2016-02-17 15:15:00,Long,1134.82,1139.83,88,EOD,0.282,281.73
2016-02-18 09:30:00,2016-02-18 15:15:00,Long,1147.67,1157.0,87,EOD,0.653,652.64
2016-02-18 15:15:00,2016-02-19 15:15:00,Long,1159.53,1157.45,86,EOD,-0.339,-339.34
2016-02-22 15:15:00,2016-02-23 12:30:00,Short,1155.55,1137.06,86,TP,1.44,1440.0
2016-02-23 14:45:00,2016-02-23 15:15:00,Short,1133.03,1129.05,88,EOD,0.192,191.55
2016-02-24 09:15:00,2016-02-24 14:45:00,Short,1128.44,1110.38,88,TP,1.44,1440.0
2016-02-24 15:15:00,2016-02-25 09:15:00,Short,1101.93,1110.74,90,SL,-0.96,-960.0
2016-02-26 09:15:00,2016-02-26 11:15:00,Long,1113.84,1104.93,89,SL,-0.96,-960.0
2016-02-29 12:30:00,2016-02-29 12:45:00,Short,1083.94,1092.61,92,SL,-0.96,-960.0
2016-03-01 11:45:00,2016-03-01 15:15:00,Long,1122.91,1140.88,89,TP,1.44,1440.0
2016-03-01 15:15:00,2016-03-02 09:30:00,Long,1138.57,1129.46,87,SL,-0.96,-960.0
2016-03-02 13:15:00,2016-03-02 15:00:00,Long,1142.7,1160.98,87,TP,1.44,1440.0
2016-03-02 15:15:00,2016-03-03 09:15:00,Long,1161.58,1152.29,86,SL,-0.96,-960.0
2016-03-03 09:15:00,2016-03-03 09:30:00,Long,1167.36,1158.02,85,SL,-0.96,-960.0
2016-03-03 10:15:00,2016-03-03 15:15:00,Long,1179.24,1184.7,84,EOD,0.303,303.07
2016-03-09 14:00:00,2016-03-09 15:15:00,Long,1175.09,1180.0,85,EOD,0.258,258.08
2016-03-09 15:15:00,2016-03-10 09:15:00,Long,1182.09,1172.63,84,SL,-0.96,-960.0
2016-03-10 09:15:00,2016-03-10 09:30:00,Long,1178.64,1169.21,84,SL,-0.96,-960.0
2016-03-10 14:15:00,2016-03-10 15:15:00,Long,1169.08,1174.0,85,EOD,0.26,260.48
2016-03-11 09:15:00,2016-03-11 11:15:00,Long,1173.07,1191.84,85,TP,1.44,1440.0
2016-03-14 09:15:00,2016-03-14 09:30:00,Short,1182.41,1191.87,84,SL,-0.96,-960.0
2016-03-14 12:15:00,2016-03-14 15:15:00,Short,1178.41,1173.05,84,EOD,0.295,294.89
2016-03-16 14:45:00,2016-03-16 15:15:00,Long,1164.33,1161.78,85,EOD,-0.379,-379.17
2016-03-16 15:15:00,2016-03-17 15:15:00,Long,1163.93,1174.5,85,EOD,0.748,747.98
2016-03-17 15:15:00,2016-03-18 09:15:00,Long,1179.34,1198.21,84,TP,1.44,1440.0
2016-03-18 15:15:00,2016-03-21 15:15:00,Long,1215.59,1224.53,82,EOD,0.576,575.65
2016-03-23 09:30:00,2016-03-23 12:15:00,Long,1241.62,1231.69,80,SL,-0.96,-960.0
2016-03-28 09:15:00,2016-03-28 12:30:00,Long,1246.15,1236.18,80,SL,-0.96,-960.0
2016-03-29 10:15:00,2016-03-29 10:30:00,Long,1243.25,1233.31,80,SL,-0.96,-960.0
2016-03-30 11:45:00,2016-03-30 15:15:00,Long,1245.85,1245.0,80,EOD,-0.228,-228.44
2016-03-31 14:30:00,2016-03-31 15:00:00,Short,1244.88,1254.84,80,SL,-0.96,-960.0
2016-03-31 15:00:00,2016-03-31 15:15:00,Short,1238.06,1247.97,80,SL,-0.96,-960.0
2016-04-01 11:45:00,2016-04-01 15:15:00,Short,1234.83,1229.0,80,EOD,0.312,312.31
2016-04-04 11:15:00,2016-04-04 12:00:00,Long,1236.77,1226.87,80,SL,-0.96,-960.0
2016-04-05 10:00:00,2016-04-05 11:00:00,Long,1240.0,1230.08,80,SL,-0.96,-960.0
2016-04-05 15:15:00,2016-04-06 15:15:00,Long,1235.12,1240.5,80,EOD,0.276,275.81
2016-04-07 10:30:00,2016-04-07 11:30:00,Short,1230.31,1240.16,81,SL,-0.96,-960.0
2016-04-18 09:30:00,2016-04-18 11:45:00,Short,1234.36,1244.24,81,SL,-0.96,-960.0
2016-04-20 13:00:00,2016-04-20 15:15:00,Short,1228.24,1227.0,81,EOD,-0.059,-59.4
2016-04-20 15:15:00,2016-04-21 15:15:00,Short,1224.59,1209.1,81,EOD,1.105,1104.7
2016-04-22 14:30:00,2016-04-22 15:15:00,Short,1207.4,1211.7,82,EOD,-0.516,-516.47
2016-04-25 10:00:00,2016-04-25 15:15:00,Long,1221.61,1225.28,81,EOD,0.14,140.38
2016-04-26 12:00:00,2016-04-26 15:15:00,Long,1233.45,1244.0,81,EOD,0.696,695.62
2016-04-27 10:15:00,2016-04-27 15:15:00,Long,1253.03,1256.03,79,EOD,0.08,79.72
2016-04-28 10:30:00,2016-04-28 11:30:00,Long,1265.58,1255.46,79,SL,-0.96,-960.0
2016-04-29 10:45:00,2016-04-29 14:00:00,Long,1267.78,1257.64,78,SL,-0.96,-960.0
2016-05-03 14:45:00,2016-05-03 15:15:00,Short,1239.38,1236.95,80,EOD,0.036,36.07
2016-05-04 10:00:00,2016-05-04 13:00:00,Short,1233.36,1243.23,81,SL,-0.96,-960.0
2016-05-06 15:15:00,2016-05-13 09:15:00,Long,1237.3,1257.1,80,TP,1.44,1440.0
2016-05-13 09:15:00,2016-05-13 09:30:00,Long,1283.14,1272.88,77,SL,-0.96,-960.0
2016-05-13 09:30:00,2016-05-13 11:00:00,Long,1279.44,1269.2,78,SL,-0.96,-960.0
2016-05-16 13:45:00,2016-05-16 15:15:00,Long,1276.64,1275.0,78,EOD,-0.288,-288.31
2016-05-17 11:45:00,2016-05-17 15:15:00,Long,1287.64,1285.0,77,EOD,-0.365,-365.3
2016-05-18 10:30:00,2016-05-18 15:15:00,Short,1269.59,1279.75,78,SL,-0.96,-960.0
2016-05-23 09:15:00,2016-05-23 14:45:00,Short,1271.71,1251.37,78,TP,1.44,1440.0
2016-05-24 09:15:00,2016-05-24 15:15:00,Short,1241.11,1234.3,80,EOD,0.389,388.63
2016-05-27 09:15:00,2016-05-27 15:15:00,Long,1277.67,1288.45,78,EOD,0.684,683.84
2016-05-30 14:30:00,2016-05-31 10:15:00,Long,1313.36,1302.85,76,SL,-0.96,-960.0
2016-05-31 11:45:00,2016-05-31 15:15:00,Short,1297.18,1283.75,77,EOD,0.875,875.41
2016-05-31 15:15:00,2016-06-01 09:15:00,Short,1282.64,1292.9,77,SL,-0.96,-960.0
2016-06-01 09:15:00,2016-06-01 09:30:00,Short,1286.86,1297.15,77,SL,-0.96,-960.0
2016-06-01 11:45:00,2016-06-01 15:15:00,Long,1316.56,1316.95,75,EOD,-0.13,-130.22
2016-06-02 15:15:00,2016-06-03 10:15:00,Long,1325.66,1315.06,75,SL,-0.96,-960.0
2016-06-13 10:15:00,2016-06-13 13:30:00,Short,1264.87,1274.99,79,SL,-0.96,-960.0
2016-06-13 14:15:00,2016-06-13 15:15:00,Long,1275.69,1272.63,78,EOD,-0.4,-399.68
2016-06-14 11:30:00,2016-06-14 15:15:00,Short,1264.62,1270.0,79,EOD,-0.586,-585.63
2016-06-15 10:45:00,2016-06-15 15:15:00,Long,1267.96,1279.25,78,EOD,0.73,730.12
2016-06-16 14:00:00,2016-06-16 15:15:00,Long,1274.07,1278.55,78,EOD,0.192,191.89
2016-06-16 15:15:00,2016-06-17 13:00:00,Long,1279.62,1300.09,78,TP,1.44,1440.0
2016-06-20 09:15:00,2016-06-20 09:45:00,Long,1296.68,1317.42,77,TP,1.44,1440.0
2016-06-20 09:45:00,2016-06-20 14:15:00,Long,1311.19,1332.16,76,TP,1.44,1440.0
2016-06-20 14:30:00,2016-06-20 15:15:00,Long,1332.95,1328.5,75,EOD,-0.494,-493.56
2016-06-21 15:15:00,2016-06-22 15:15:00,Long,1326.44,1330.53,75,EOD,0.148,148.13
2016-06-23 11:30:00,2016-06-23 14:45:00,Short,1315.94,1326.47,75,SL,-0.96,-960.0
2016-06-23 14:45:00,2016-06-23 15:15:00,Long,1325.24,1322.55,75,EOD,-0.363,-363.15
2016-06-24 10:30:00,2016-06-24 10:45:00,Short,1261.87,1271.96,79,SL,-0.96,-960.0
2016-06-27 10:30:00,2016-06-27 15:15:00,Short,1251.02,1248.35,79,EOD,0.054,53.76
2016-06-29 09:15:00,2016-06-29 14:00:00,Short,1237.46,1247.36,80,SL,-0.96,-960.0
2016-06-29 15:15:00,2016-06-30 14:45:00,Long,1251.11,1271.12,79,TP,1.44,1440.0
2016-06-30 15:15:00,2016-07-01 09:15:00,Long,1277.17,1266.95,78,SL,-0.96,-960.0
2016-07-01 09:15:00,2016-07-01 09:30:00,Long,1281.59,1271.34,78,SL,-0.96,-960.0
2016-07-01 09:30:00,2016-07-01 09:45:00,Long,1272.34,1262.16,78,SL,-0.96,-960.0
2016-07-01 15:15:00,2016-07-04 09:15:00,Short,1250.6,1260.61,79,SL,-0.96,-960.0
2016-07-04 09:15:00,2016-07-04 15:15:00,Short,1255.87,1242.05,79,EOD,0.941,940.57
2016-07-04 15:15:00,2016-07-05 15:15:00,Short,1246.78,1240.1,80,EOD,0.375,375.48
2016-07-07 09:45:00,2016-07-07 15:15:00,Short,1234.16,1214.42,81,TP,1.44,1440.0
2016-07-07 15:15:00,2016-07-08 15:15:00,Short,1215.34,1215.05,82,EOD,-0.136,-135.97
2016-07-12 12:15:00,2016-07-12 15:15:00,Long,1233.5,1231.75,81,EOD,-0.302,-301.58
2016-07-14 14:45:00,2016-07-14 15:15:00,Long,1258.11,1258.95,79,EOD,-0.093,-93.13
2016-07-14 15:15:00,2016-07-15 09:15:00,Long,1262.96,1252.86,79,SL,-0.96,-960.0
2016-07-15 10:15:00,2016-07-15 11:30:00,Short,1239.36,1219.53,80,TP,1.44,1440.0
2016-07-15 11:30:00,2016-07-15 15:15:00,Short,1222.69,1223.0,81,EOD,-0.185,-185.49
2016-07-22 10:15:00,2016-07-22 15:15:00,Long,1248.62,1257.48,80,EOD,0.549,549.26
2016-07-25 13:15:00,2016-07-25 15:15:00,Long,1268.33,1279.0,78,EOD,0.681,680.96
2016-07-25 15:15:00,2016-07-26 10:00:00,Long,1279.64,1269.4,78,SL,-0.96,-960.0
2016-07-27 15:15:00,2016-07-28 15:00:00,Long,1289.59,1310.23,77,TP,1.44,1440.0
2016-07-28 15:15:00,2016-07-29 09:45:00,Long,1311.66,1301.16,76,SL,-0.96,-960.0
2016-07-29 10:15:00,2016-07-29 15:15:00,Long,1308.65,1312.45,76,EOD,0.13,130.07
2016-08-01 10:15:00,2016-08-01 15:15:00,Long,1344.07,1351.5,74,EOD,0.393,392.67
2016-08-04 09:15:00,2016-08-04 15:15:00,Short,1334.83,1329.0,74,EOD,0.277,276.93
2016-08-05 10:30:00,2016-08-05 13:00:00,Long,1336.15,1325.46,74,SL,-0.96,-960.0
2016-08-05 13:30:00,2016-08-05 15:15:00,Short,1320.47,1321.73,75,EOD,-0.255,-255.46
2016-08-16 13:45:00,2016-08-16 15:15:00,Short,1340.83,1350.0,74,EOD,-0.844,-843.96
2016-08-17 15:00:00,2016-08-17 15:15:00,Short,1310.59,1314.0,76,EOD,-0.42,-419.85
2016-08-19 09:15:00,2016-08-19 15:15:00,Short,1319.62,1301.3,75,EOD,1.228,1228.27
2016-08-22 12:30:00,2016-08-22 15:15:00,Short,1280.44,1276.75,78,EOD,0.128,128.14
2016-08-23 10:15:00,2016-08-23 15:15:00,Long,1300.0,1300.2,76,EOD,-0.145,-144.59
2016-08-25 09:15:00,2016-08-25 13:30:00,Short,1289.36,1268.73,77,TP,1.44,1440.0
2016-08-26 10:30:00,2016-08-26 12:00:00,Long,1282.64,1272.38,77,SL,-0.96,-960.0
2016-08-26 13:15:00,2016-08-26 15:15:00,Short,1267.45,1263.63,78,EOD,0.141,141.07
2016-08-29 15:00:00,2016-08-29 15:15:00,Long,1253.23,1255.0,79,EOD,-0.018,-18.47
2016-08-30 13:30:00,2016-08-30 15:15:00,Long,1266.33,1272.45,78,EOD,0.323,323.06
2016-09-01 09:15:00,2016-09-01 15:15:00,Short,1259.37,1253.63,79,EOD,0.296,295.78
2016-09-02 13:15:00,2016-09-02 15:15:00,Short,1250.37,1255.5,79,EOD,-0.57,-569.92
2016-09-02 15:15:00,2016-09-06 10:00:00,Long,1258.68,1248.61,79,SL,-0.96,-960.0
2016-09-06 12:00:00,2016-09-06 15:15:00,Short,1241.61,1242.35,80,EOD,-0.22,-219.69
2016-09-07 15:00:00,2016-09-07 15:15:00,Short,1229.37,1229.4,81,EOD,-0.163,-162.85
2016-09-07 15:15:00,2016-09-08 09:15:00,Short,1228.84,1209.17,81,TP,1.44,1440.0
2016-09-08 09:15:00,2016-09-08 09:30:00,Short,1178.01,1159.16,84,TP,1.44,1440.0
2016-09-08 09:30:00,2016-09-08 15:15:00,Short,1161.05,1163.5,86,EOD,-0.371,-371.09
2016-09-09 09:30:00,2016-09-09 15:15:00,Long,1170.87,1176.0,85,EOD,0.279,278.55
2016-09-16 15:15:00,2016-09-19 11:00:00,Long,1183.94,1202.88,84,TP,1.44,1440.0
2016-09-19 11:00:00,2016-09-19 15:15:00,Long,1208.35,1205.5,82,EOD,-0.396,-396.18
2016-09-20 09:45:00,2016-09-20 13:45:00,Short,1193.9,1203.45,83,SL,-0.96,-960.0
2016-09-27 11:45:00,2016-09-27 15:15:00,Long,1222.61,1218.5,81,EOD,-0.496,-496.25
2016-09-27 15:15:00,2016-09-28 15:15:00,Short,1215.94,1212.5,82,EOD,0.123,123.05
2016-09-29 11:45:00,2016-09-29 12:30:00,Long,1221.36,1211.59,81,SL,-0.96,-960.0
2016-10-03 14:00:00,2016-10-03 15:15:00,Long,1212.39,1202.69,82,SL,-0.96,-960.0
2016-10-13 10:00:00,2016-10-13 15:15:00,Short,1177.16,1167.0,84,EOD,0.703,703.19
2016-10-18 13:45:00,2016-10-18 15:15:00,Long,1189.02,1199.5,84,EOD,0.721,721.04
2016-10-19 09:15:00,2016-10-19 09:30:00,Long,1199.58,1189.98,83,SL,-0.96,-960.0
2016-10-19 15:15:00,2016-10-20 15:15:00,Long,1197.85,1201.5,83,EOD,0.145,144.83
2016-10-21 09:30:00,2016-10-24 15:15:00,Long,1207.73,1216.5,82,EOD,0.566,565.86
2016-10-26 11:45:00,2016-10-26 15:15:00,Short,1191.93,1191.38,83,EOD,-0.114,-113.54
2016-11-01 10:30:00,2016-11-01 15:15:00,Short,1186.91,1167.92,84,TP,1.44,1440.0
2016-11-02 09:45:00,2016-11-02 15:15:00,Short,1161.02,1149.38,86,EOD,0.842,842.5
2016-11-03 09:15:00,2016-11-03 09:30:00,Short,1146.46,1155.63,87,SL,-0.96,-960.0
2016-11-03 09:45:00,2016-11-03 10:30:00,Short,1149.28,1158.47,87,SL,-0.96,-960.0
2016-11-03 15:00:00,2016-11-03 15:15:00,Long,1167.06,1157.73,85,SL,-0.96,-960.0
2016-11-10 15:15:00,2016-11-11 09:15:00,Short,1075.31,1058.11,92,TP,1.44,1440.0
2016-11-11 09:15:00,2016-11-11 09:30:00,Short,1072.19,1055.04,93,TP,1.44,1440.0
2016-11-11 09:30:00,2016-11-11 15:15:00,Short,1058.95,1060.0,94,EOD,-0.259,-259.13
2016-11-16 11:45:00,2016-11-16 13:30:00,Long,1103.43,1094.6,90,SL,-0.96,-960.0
2016-11-17 13:00:00,2016-11-17 15:15:00,Short,1080.56,1067.03,92,EOD,1.092,1092.08
2016-11-18 09:15:00,2016-11-18 09:45:00,Short,1071.96,1054.81,93,TP,1.44,1440.0
2016-11-22 14:15:00,2016-11-22 15:15:00,Short,1066.25,1071.0,93,EOD,-0.606,-605.81
2016-11-22 15:15:00,2016-11-23 09:15:00,Short,1064.97,1073.49,93,SL,-0.96,-960.0
2016-11-23 15:00:00,2016-11-23 15:15:00,Long,1077.02,1079.25,92,EOD,0.047,47.22
2016-11-23 15:15:00,2016-11-24 09:15:00,Long,1078.92,1070.29,92,SL,-0.96,-960.0
2016-11-24 09:15:00,2016-11-24 12:45:00,Long,1075.54,1092.75,92,TP,1.44,1440.0
2016-11-24 12:45:00,2016-11-24 15:15:00,Long,1097.48,1102.5,91,EOD,0.298,297.55
2016-11-25 11:00:00,2016-11-25 15:15:00,Long,1142.57,1149.9,87,EOD,0.481,481.45
2016-11-28 13:15:00,2016-11-28 13:30:00,Long,1154.28,1145.04,86,SL,-0.96,-960.0
2016-11-28 13:30:00,2016-11-28 13:45:00,Long,1152.46,1143.24,86,SL,-0.96,-960.0
2016-12-05 09:45:00,2016-12-05 15:15:00,Short,1092.95,1094.25,91,EOD,-0.279,-278.65
2016-12-07 09:15:00,2016-12-07 14:45:00,Short,1090.6,1073.15,91,TP,1.44,1440.0
2016-12-08 14:45:00,2016-12-08 15:15:00,Long,1096.68,1097.5,91,EOD,-0.085,-85.05
2016-12-08 15:15:00,2016-12-09 12:30:00,Long,1099.3,1090.5,90,SL,-0.96,-960.0
2016-12-15 09:30:00,2016-12-15 10:00:00,Long,1115.64,1133.49,89,TP,1.44,1440.0
2016-12-15 10:00:00,2016-12-15 15:15:00,Long,1130.01,1128.3,88,EOD,-0.312,-311.74
2016-12-16 09:15:00,2016-12-16 09:30:00,Short,1132.06,1141.12,88,SL,-0.96,-960.0
2016-12-16 14:45:00,2016-12-16 15:15:00,Long,1138.07,1142.4,87,EOD,0.221,220.58
2016-12-16 15:15:00,2016-12-19 12:00:00,Long,1141.17,1132.04,87,SL,-0.96,-960.0
2016-12-19 15:00:00,2016-12-19 15:15:00,Long,1141.15,1142.5,87,EOD,-0.042,-41.72
2016-12-19 15:15:00,2016-12-20 10:30:00,Long,1145.05,1163.37,87,TP,1.44,1440.0
2016-12-20 11:00:00,2016-12-20 14:15:00,Long,1167.66,1158.32,85,SL,-0.96,-960.0
2016-12-21 14:45:00,2016-12-21 15:15:00,Long,1163.28,1153.98,85,SL,-0.96,-960.0
2016-12-22 10:45:00,2016-12-22 11:15:00,Short,1144.38,1153.53,87,SL,-0.96,-960.0
2016-12-29 15:15:00,2016-12-30 15:15:00,Long,1177.17,1180.0,84,EOD,0.081,80.55
2017-01-02 10:45:00,2017-01-02 15:15:00,Long,1185.94,1180.0,84,EOD,-0.661,-661.09
2017-01-03 14:00:00,2017-01-03 15:15:00,Long,1184.79,1180.5,84,EOD,-0.522,-522.27
2017-01-05 12:15:00,2017-01-05 15:15:00,Short,1180.81,1161.92,84,TP,1.44,1440.0
2017-01-06 09:30:00,2017-01-06 10:30:00,Short,1150.92,1132.51,86,TP,1.44,1440.0
2017-01-06 10:30:00,2017-01-06 15:15:00,Short,1142.98,1142.0,87,EOD,-0.074,-74.41
2017-01-09 15:15:00,2017-01-10 15:15:00,Long,1150.58,1157.0,86,EOD,0.398,398.42
2017-01-11 14:15:00,2017-01-11 15:15:00,Long,1157.91,1162.5,86,EOD,0.237,236.52
2017-01-11 15:15:00,2017-01-12 10:30:00,Long,1162.21,1152.91,86,SL,-0.96,-960.0
2017-01-12 14:15:00,2017-01-12 15:15:00,Long,1169.96,1173.5,85,EOD,0.142,142.17
2017-01-13 09:15:00,2017-01-13 09:30:00,Long,1177.14,1167.72,84,SL,-0.96,-960.0
2017-01-13 10:30:00,2017-01-13 15:15:00,Short,1131.46,1124.5,88,EOD,0.455,455.48
2017-01-18 09:45:00,2017-01-18 15:15:00,Long,1140.62,1147.5,87,EOD,0.443,443.18
2017-01-20 14:00:00,2017-01-20 15:15:00,Short,1138.23,1144.0,87,EOD,-0.667,-666.87
2017-01-31 11:45:00,2017-01-31 12:00:00,Short,1134.68,1116.53,88,TP,1.44,1440.0
2017-01-31 12:00:00,2017-01-31 12:15:00,Short,1127.57,1109.52,88,TP,1.44,1440.0
2017-01-31 12:15:00,2017-01-31 13:00:00,Short,1108.93,1117.8,90,SL,-0.96,-960.0
2017-01-31 13:00:00,2017-01-31 13:30:00,Short,1110.87,1119.76,90,SL,-0.96,-960.0
2017-02-02 13:00:00,2017-02-02 14:45:00,Long,1091.05,1108.5,91,TP,1.44,1440.0
2017-02-03 13:15:00,2017-02-03 15:15:00,Long,1115.51,1119.33,89,EOD,0.183,182.67
2017-02-08 11:00:00,2017-02-08 15:00:00,Long,1137.37,1128.27,87,SL,-0.96,-960.0
2017-02-09 12:45:00,2017-02-09 15:15:00,Long,1153.98,1160.53,86,EOD,0.408,407.89
