entry_dt,exit_dt,direction,entry_px,exit_px,shares,reason,pnl_pct,pnl_abs
2015-12-21 11:15:00,2015-12-21 15:15:00,Short,1215.69,1220.83,82,EOD,-0.583,-582.65
2015-12-22 09:30:00,2015-12-22 15:00:00,Long,1210.94,1201.25,82,SL,-0.96,-960.0
2015-12-23 09:30:00,2015-12-23 15:15:00,Short,1210.22,1209.4,82,EOD,-0.092,-91.87
2015-12-28 09:30:00,2015-12-28 15:15:00,Short,1222.52,1232.3,81,SL,-0.96,-960.0
2015-12-28 15:15:00,2015-12-29 15:15:00,Short,1231.38,1224.68,81,EOD,0.384,384.43
2016-01-04 09:30:00,2016-01-04 11:00:00,Long,1203.1,1193.48,83,SL,-0.96,-960.0
2016-01-07 09:30:00,2016-01-07 15:15:00,Long,1183.57,1189.5,84,EOD,0.341,340.9
2016-01-08 09:15:00,2016-01-08 10:45:00,Short,1189.93,1199.45,84,SL,-0.96,-960.0
2016-01-08 11:15:00,2016-01-08 15:15:00,Short,1197.4,1200.4,83,EOD,-0.41,-410.46
2016-01-11 09:30:00,2016-01-11 15:15:00,Long,1183.34,1181.4,84,EOD,-0.324,-324.06
2016-01-18 09:30:00,2016-01-18 10:00:00,Short,1134.46,1143.54,88,SL,-0.96,-960.0
2016-01-19 13:45:00,2016-01-19 15:15:00,Short,1141.33,1144.0,87,EOD,-0.394,-394.02
2016-01-20 09:30:00,2016-01-20 15:15:00,Long,1130.46,1140.0,88,EOD,0.683,683.46
2016-01-21 10:45:00,2016-01-21 15:15:00,Long,1128.56,1129.0,88,EOD,-0.121,-121.37
2016-01-22 09:30:00,2016-01-22 11:15:00,Short,1135.46,1144.55,88,SL,-0.96,-960.0
2016-01-28 09:30:00,2016-01-28 10:30:00,Short,1162.52,1171.82,86,SL,-0.96,-960.0
2016-02-08 15:15:00,2016-02-09 09:15:00,Long,1184.34,1174.87,84,SL,-0.96,-960.0
2016-02-10 10:00:00,2016-02-10 15:15:00,Short,1144.31,1141.5,87,EOD,0.085,85.35
2016-02-15 09:45:00,2016-02-15 11:00:00,Short,1135.18,1144.26,88,SL,-0.96,-960.0
2016-02-16 13:30:00,2016-02-16 15:15:00,Short,1138.71,1131.25,87,EOD,0.495,495.16
2016-02-22 14:30:00,2016-02-22 14:45:00,Long,1165.08,1155.76,85,SL,-0.96,-960.0
2016-02-26 10:00:00,2016-02-26 11:45:00,Short,1118.42,1100.53,89,TP,1.44,1440.0
2016-03-09 14:15:00,2016-03-09 15:15:00,Short,1175.59,1180.0,85,EOD,-0.535,-534.97
2016-03-10 14:15:00,2016-03-10 15:15:00,Short,1167.92,1174.0,85,EOD,-0.681,-680.95
2016-03-14 09:30:00,2016-03-14 14:15:00,Short,1194.9,1175.78,83,TP,1.44,1440.0
2016-03-16 09:30:00,2016-03-16 15:15:00,Long,1159.48,1161.78,86,EOD,0.038,38.41
2016-03-17 09:30:00,2016-03-17 10:00:00,Short,1167.77,1177.11,85,SL,-0.96,-960.0
2016-03-17 10:00:00,2016-03-17 15:00:00,Short,1171.24,1180.61,85,SL,-0.96,-960.0
2016-03-22 09:15:00,2016-03-22 15:00:00,Short,1221.79,1231.56,81,SL,-0.96,-960.0
2016-03-28 10:00:00,2016-03-28 15:15:00,Short,1246.93,1238.0,80,EOD,0.556,555.86
2016-03-29 11:15:00,2016-03-29 15:15:00,Long,1228.84,1231.2,81,EOD,0.032,31.72
2016-03-30 11:15:00,2016-03-30 14:45:00,Short,1242.38,1252.32,80,SL,-0.96,-960.0
2016-04-01 09:15:00,2016-04-01 11:15:00,Short,1251.37,1231.35,79,TP,1.44,1440.0
2016-04-07 09:45:00,2016-04-07 15:15:00,Long,1235.62,1233.13,80,EOD,-0.361,-361.32
2016-04-13 09:30:00,2016-04-13 15:15:00,Short,1267.02,1264.0,78,EOD,0.078,78.05
2016-04-22 15:00:00,2016-04-22 15:15:00,Long,1207.9,1211.7,82,EOD,0.154,154.29
2016-04-26 09:15:00,2016-04-26 11:45:00,Short,1223.39,1233.18,81,SL,-0.96,-960.0
2016-05-02 10:00:00,2016-05-02 15:15:00,Long,1256.86,1262.55,79,EOD,0.293,292.87
2016-05-03 11:45:00,2016-05-03 12:45:00,Long,1254.18,1244.14,79,SL,-0.96,-960.0
2016-05-04 13:15:00,2016-05-04 15:15:00,Short,1243.88,1239.0,80,EOD,0.232,232.14
2016-05-05 14:15:00,2016-05-05 15:15:00,Short,1238.36,1234.65,80,EOD,0.14,139.63
2016-05-16 10:00:00,2016-05-16 14:30:00,Short,1270.51,1280.68,78,SL,-0.96,-960.0
2016-05-18 09:30:00,2016-05-18 10:45:00,Long,1280.17,1269.93,78,SL,-0.96,-960.0
2016-05-18 11:00:00,2016-05-18 15:15:00,Long,1268.73,1276.5,78,EOD,0.452,452.1
2016-05-19 09:15:00,2016-05-19 15:15:00,Short,1278.64,1277.5,78,EOD,-0.071,-70.81
2016-05-20 15:15:00,2016-05-23 12:30:00,Long,1265.63,1255.51,79,SL,-0.96,-960.0
2016-05-23 15:00:00,2016-05-23 15:15:00,Long,1251.56,1241.54,79,SL,-0.96,-960.0
2016-05-23 15:15:00,2016-05-24 09:15:00,Long,1247.75,1237.77,80,SL,-0.96,-960.0
2016-05-31 11:15:00,2016-05-31 14:15:00,Long,1299.38,1288.98,76,SL,-0.96,-960.0
2016-06-01 09:45:00,2016-06-01 10:30:00,Short,1303.2,1313.62,76,SL,-0.96,-960.0
2016-06-01 10:45:00,2016-06-01 15:15:00,Short,1313.37,1316.95,76,EOD,-0.432,-432.35
2016-06-02 11:00:00,2016-06-02 15:15:00,Long,1313.54,1327.0,76,EOD,0.865,864.99
2016-06-06 09:30:00,2016-06-06 15:15:00,Long,1308.68,1305.0,76,EOD,-0.442,-441.51
2016-06-16 10:00:00,2016-06-16 15:15:00,Long,1264.63,1278.55,79,EOD,0.941,940.56
2016-06-24 09:30:00,2016-06-24 09:45:00,Long,1291.35,1281.01,77,SL,-0.96,-960.0
2016-06-24 09:45:00,2016-06-24 10:00:00,Long,1283.39,1273.12,77,SL,-0.96,-960.0
2016-06-24 10:00:00,2016-06-24 10:15:00,Long,1280.64,1270.39,78,SL,-0.96,-960.0
2016-06-24 10:15:00,2016-06-24 10:30:00,Long,1273.04,1262.85,78,SL,-0.96,-960.0
2016-06-28 11:30:00,2016-06-28 15:15:00,Long,1241.87,1231.94,80,SL,-0.96,-960.0
2016-06-29 12:15:00,2016-06-29 15:15:00,Short,1241.96,1251.89,80,SL,-0.96,-960.0
2016-06-30 14:30:00,2016-06-30 15:00:00,Short,1265.37,1275.49,79,SL,-0.96,-960.0
2016-07-12 09:45:00,2016-07-12 15:15:00,Long,1220.61,1231.75,81,EOD,0.753,752.66
2016-07-15 10:15:00,2016-07-15 10:30:00,Long,1240.6,1230.68,80,SL,-0.96,-960.0
2016-07-15 10:30:00,2016-07-15 10:45:00,Long,1237.85,1227.95,80,SL,-0.96,-960.0
2016-07-15 10:45:00,2016-07-15 11:15:00,Long,1233.12,1223.25,81,SL,-0.96,-960.0
2016-07-15 11:15:00,2016-07-15 11:30:00,Long,1229.96,1220.12,81,SL,-0.96,-960.0
2016-07-15 11:30:00,2016-07-15 15:15:00,Long,1223.91,1223.0,81,EOD,-0.234,-234.49
2016-07-27 09:30:00,2016-07-27 15:15:00,Short,1286.04,1289.0,77,EOD,-0.39,-390.42
2016-08-03 09:30:00,2016-08-03 15:15:00,Long,1332.82,1325.13,75,EOD,-0.737,-736.68
2016-08-05 13:15:00,2016-08-05 15:15:00,Long,1322.61,1321.73,75,EOD,-0.227,-226.61
2016-08-09 09:30:00,2016-08-09 15:15:00,Long,1317.64,1327.23,75,EOD,0.568,567.93
2016-08-18 14:15:00,2016-08-18 15:15:00,Long,1323.96,1315.5,75,EOD,-0.799,-799.12
2016-08-23 10:00:00,2016-08-23 15:15:00,Short,1295.2,1300.2,77,EOD,-0.546,-545.88
2016-08-26 10:15:00,2016-08-26 13:30:00,Short,1285.24,1264.67,77,TP,1.44,1440.0
2016-08-29 14:30:00,2016-08-29 15:15:00,Short,1246.38,1255.0,80,EOD,-0.852,-851.89
2016-09-02 10:15:00,2016-09-02 15:15:00,Long,1251.23,1255.5,79,EOD,0.182,181.64
2016-09-06 10:15:00,2016-09-06 15:15:00,Long,1248.62,1242.35,80,EOD,-0.662,-662.47
2016-09-08 09:30:00,2016-09-08 10:45:00,Long,1162.21,1152.91,86,SL,-0.96,-960.0
2016-09-16 14:45:00,2016-09-16 15:00:00,Short,1165.92,1175.24,85,SL,-0.96,-960.0
2016-09-27 09:30:00,2016-09-27 10:00:00,Short,1209.89,1219.57,82,SL,-0.96,-960.0
2016-09-27 10:00:00,2016-09-27 15:15:00,Short,1214.84,1218.5,82,EOD,-0.461,-461.09
2016-10-03 14:30:00,2016-10-03 15:15:00,Short,1213.19,1203.75,82,EOD,0.618,618.37
2016-10-17 14:15:00,2016-10-17 15:15:00,Short,1182.94,1187.0,84,EOD,-0.503,-503.36
2016-10-18 09:15:00,2016-10-18 15:00:00,Short,1187.66,1197.16,84,SL,-0.96,-960.0
2016-10-19 14:15:00,2016-10-19 15:15:00,Short,1197.63,1195.0,83,EOD,0.06,59.67
2016-10-20 13:45:00,2016-10-20 15:15:00,Short,1201.78,1201.5,83,EOD,-0.137,-136.8
2016-10-25 09:45:00,2016-10-25 15:15:00,Long,1202.23,1200.0,83,EOD,-0.346,-345.56
2016-10-26 15:15:00,2016-10-27 15:00:00,Short,1199.05,1208.64,83,SL,-0.96,-960.0
2016-10-30 19:00:00,2016-11-01 10:00:00,Long,1195.93,1186.36,83,SL,-0.96,-960.0
2016-11-02 15:15:00,2016-11-03 09:15:00,Long,1155.08,1145.84,86,SL,-0.96,-960.0
2016-11-03 09:15:00,2016-11-03 14:45:00,Long,1147.6,1165.97,87,TP,1.44,1440.0
2016-11-09 10:15:00,2016-11-09 10:30:00,Long,1109.13,1100.26,90,SL,-0.96,-960.0
2016-11-10 14:15:00,2016-11-10 15:00:00,Long,1097.03,1088.25,91,SL,-0.96,-960.0
2016-11-11 15:15:00,2016-11-15 09:15:00,Long,1049.62,1041.23,95,SL,-0.96,-960.0
2016-11-15 09:30:00,2016-11-15 11:30:00,Long,1043.15,1059.84,95,TP,1.44,1440.0
2016-11-16 09:30:00,2016-11-16 09:45:00,Short,1081.96,1090.61,92,SL,-0.96,-960.0
2016-11-16 09:45:00,2016-11-16 10:00:00,Short,1092.43,1101.17,91,SL,-0.96,-960.0
2016-11-16 10:00:00,2016-11-16 10:15:00,Short,1093.63,1102.38,91,SL,-0.96,-960.0
2016-11-21 14:00:00,2016-11-21 15:15:00,Long,1061.18,1065.0,94,EOD,0.2,199.95
2016-11-23 15:15:00,2016-11-24 10:45:00,Short,1077.84,1086.46,92,SL,-0.96,-960.0
2016-11-28 09:45:00,2016-11-28 13:00:00,Long,1128.79,1146.85,88,TP,1.44,1440.0
2016-12-08 15:15:00,2016-12-09 09:15:00,Short,1098.2,1106.99,91,SL,-0.96,-960.0
2016-12-12 09:30:00,2016-12-12 11:00:00,Long,1084.57,1101.93,92,TP,1.44,1440.0
2016-12-13 11:00:00,2016-12-13 15:15:00,Long,1097.48,1105.0,91,EOD,0.525,525.35
2016-12-14 09:15:00,2016-12-14 15:15:00,Short,1105.95,1104.4,90,EOD,-0.02,-20.14
2016-12-16 09:30:00,2016-12-16 15:15:00,Short,1141.43,1142.4,87,EOD,-0.245,-245.07
2016-12-21 09:30:00,2016-12-21 15:15:00,Long,1160.13,1155.5,86,EOD,-0.559,-559.07
2016-12-22 09:15:00,2016-12-22 10:00:00,Long,1153.61,1144.38,86,SL,-0.96,-960.0
2016-12-22 10:00:00,2016-12-22 15:15:00,Long,1146.25,1157.05,87,EOD,0.782,781.95
2016-12-23 09:45:00,2016-12-23 15:15:00,Long,1148.85,1139.66,87,SL,-0.96,-960.0
2017-01-02 10:30:00,2017-01-02 15:15:00,Short,1186.64,1180.0,84,EOD,0.399,399.26
2017-01-04 14:00:00,2017-01-04 15:15:00,Short,1188.29,1188.98,84,EOD,-0.218,-218.44
2017-01-09 09:30:00,2017-01-09 15:00:00,Long,1133.25,1151.38,88,TP,1.44,1440.0
2017-01-17 15:15:00,2017-01-18 15:00:00,Short,1138.93,1148.04,87,SL,-0.96,-960.0
2017-01-19 15:00:00,2017-01-19 15:15:00,Short,1145.86,1145.0,87,EOD,-0.085,-85.23
2017-01-31 09:15:00,2017-01-31 10:30:00,Short,1159.5,1140.95,86,TP,1.44,1440.0
2017-02-02 14:15:00,2017-02-02 14:30:00,Short,1093.83,1102.58,91,SL,-0.96,-960.0
2017-02-03 13:30:00,2017-02-03 15:15:00,Short,1114.42,1119.33,89,EOD,-0.6,-600.36
2017-02-08 09:30:00,2017-02-08 09:45:00,Short,1124.94,1133.94,88,SL,-0.96,-960.0
2017-02-15 11:45:00,2017-02-15 12:30:00,Long,1200.6,1191.0,83,SL,-0.96,-960.0
2017-02-22 10:00:00,2017-02-22 13:30:00,Long,1216.71,1206.97,82,SL,-0.96,-960.0
2017-02-23 15:15:00,2017-02-27 14:00:00,Short,1240.93,1250.86,80,SL,-0.96,-960.0
2017-02-27 14:00:00,2017-02-27 15:15:00,Short,1248.38,1246.0,80,EOD,0.03,30.29
2017-03-01 09:30:00,2017-03-01 09:45:00,Short,1236.38,1246.27,80,SL,-0.96,-960.0
2017-03-01 09:45:00,2017-03-01 15:15:00,Short,1244.38,1237.65,80,EOD,0.381,380.63
2017-03-02 10:00:00,2017-03-02 15:15:00,Short,1245.88,1251.6,80,EOD,-0.619,-619.38
2017-03-07 09:30:00,2017-03-07 15:15:00,Short,1242.61,1252.5,80,EOD,-0.956,-956.04
2017-03-14 09:15:00,2017-03-14 12:45:00,Short,1277.36,1287.58,78,SL,-0.96,-960.0
2017-03-14 14:30:00,2017-03-14 15:15:00,Long,1279.72,1284.93,78,EOD,0.247,247.16
2017-03-15 09:30:00,2017-03-15 10:00:00,Long,1270.38,1260.22,78,SL,-0.96,-960.0
2017-03-15 10:00:00,2017-03-15 11:30:00,Long,1261.93,1251.84,79,SL,-0.96,-960.0
2017-03-16 09:30:00,2017-03-16 15:15:00,Short,1259.37,1260.98,79,EOD,-0.288,-287.84
2017-03-17 10:15:00,2017-03-17 15:15:00,Short,1264.9,1266.08,79,EOD,-0.254,-253.51
2017-03-20 09:30:00,2017-03-20 10:30:00,Long,1250.62,1240.62,79,SL,-0.96,-960.0
2017-03-20 10:30:00,2017-03-20 14:15:00,Long,1245.5,1235.54,80,SL,-0.96,-960.0
2017-03-21 15:00:00,2017-03-21 15:15:00,Short,1240.86,1242.43,80,EOD,-0.287,-286.58
2017-03-22 13:45:00,2017-03-22 15:15:00,Long,1240.02,1236.15,80,EOD,-0.472,-472.07
2017-03-23 13:30:00,2017-03-23 15:15:00,Long,1228.24,1229.5,81,EOD,-0.058,-57.73
2017-04-06 15:15:00,2017-04-07 10:15:00,Short,1200.23,1209.83,83,SL,-0.96,-960.0
2017-04-07 10:15:00,2017-04-07 15:15:00,Short,1209.18,1216.0,82,EOD,-0.724,-724.43
2017-04-12 14:15:00,2017-04-12 14:45:00,Long,1201.6,1191.99,83,SL,-0.96,-960.0
2017-04-17 15:15:00,2017-04-24 11:30:00,Short,1155.42,1164.67,86,SL,-0.96,-960.0
2017-04-26 09:30:00,2017-04-26 15:15:00,Short,1161.82,1155.0,86,EOD,0.427,426.91
2017-05-10 09:30:00,2017-05-10 12:15:00,Long,1170.21,1160.85,85,SL,-0.96,-960.0
2017-05-10 12:45:00,2017-05-11 15:15:00,Long,1158.96,1177.5,86,TP,1.44,1440.0
2017-05-24 09:30:00,2017-05-24 15:00:00,Short,1267.72,1277.86,78,SL,-0.96,-960.0
2017-05-31 09:30:00,2017-05-31 15:15:00,Long,1268.43,1270.0,78,EOD,-0.037,-36.53
2017-06-07 09:30:00,2017-06-07 11:00:00,Long,1341.27,1330.54,74,SL,-0.96,-960.0
2017-06-09 12:15:00,2017-06-09 14:00:00,Long,1257.63,1247.57,79,SL,-0.96,-960.0
2017-06-09 14:15:00,2017-06-09 15:15:00,Long,1246.62,1257.5,80,EOD,0.713,712.52
2017-06-12 09:30:00,2017-06-12 15:15:00,Long,1243.52,1242.45,80,EOD,-0.246,-246.16
2017-06-13 14:30:00,2017-06-13 15:15:00,Long,1231.25,1225.0,81,EOD,-0.667,-667.24
2017-06-22 11:30:00,2017-06-22 15:15:00,Short,1207.4,1195.73,82,EOD,0.806,806.21
2017-06-27 12:45:00,2017-06-27 15:15:00,Long,1173.72,1174.0,85,EOD,-0.136,-135.85
2017-07-03 09:30:00,2017-07-03 15:15:00,Long,1177.12,1187.5,84,EOD,0.722,721.96
2017-07-04 09:30:00,2017-07-04 15:15:00,Long,1182.84,1180.4,84,EOD,-0.366,-366.38
2017-07-05 09:30:00,2017-07-05 15:15:00,Long,1178.44,1179.0,84,EOD,-0.112,-112.39
2017-07-07 10:30:00,2017-07-07 15:15:00,Long,1171.87,1166.0,85,EOD,-0.661,-660.54
2017-07-10 12:45:00,2017-07-10 13:45:00,Short,1206.4,1216.05,82,SL,-0.96,-960.0
2017-07-17 09:45:00,2017-07-17 14:45:00,Long,1204.25,1194.62,83,SL,-0.96,-960.0
2017-07-18 09:30:00,2017-07-18 15:15:00,Short,1214.39,1207.55,82,EOD,0.403,403.45
2017-07-20 14:15:00,2017-07-20 15:15:00,Short,1222.07,1218.5,81,EOD,0.132,132.02
2017-07-27 09:30:00,2017-07-27 12:45:00,Short,1282.59,1262.07,77,TP,1.44,1440.0
2017-07-28 14:15:00,2017-07-28 15:15:00,Short,1241.11,1240.0,80,EOD,-0.071,-70.63
2017-08-07 09:45:00,2017-08-07 15:15:00,Long,1245.62,1253.7,80,EOD,0.488,488.47
2017-08-09 14:00:00,2017-08-09 15:15:00,Short,1256.8,1254.18,79,EOD,0.049,48.57
2017-08-10 15:15:00,2017-08-16 09:15:00,Short,1254.07,1264.11,79,SL,-0.96,-960.0
2017-08-16 14:30:00,2017-08-16 15:15:00,Short,1241.56,1245.08,80,EOD,-0.444,-443.6
2017-08-17 11:45:00,2017-08-17 15:15:00,Long,1232.87,1242.78,81,EOD,0.644,644.13
2017-08-29 11:00:00,2017-08-29 15:15:00,Long,1237.42,1237.53,80,EOD,-0.151,-150.98
2017-08-30 10:00:00,2017-08-30 15:15:00,Long,1233.7,1242.5,81,EOD,0.554,553.58
2017-09-01 09:30:00,2017-09-01 15:15:00,Long,1228.61,1230.3,81,EOD,-0.023,-22.77
2017-09-04 14:00:00,2017-09-04 15:15:00,Long,1223.11,1228.5,81,EOD,0.281,280.58
2017-09-05 14:15:00,2017-09-05 15:00:00,Short,1232.56,1242.42,81,SL,-0.96,-960.0
2017-09-06 14:45:00,2017-09-06 15:15:00,Short,1227.39,1226.5,81,EOD,-0.088,-87.81
2017-09-07 09:45:00,2017-09-07 15:15:00,Short,1229.93,1230.0,81,EOD,-0.165,-165.31
2017-09-08 09:45:00,2017-09-08 15:15:00,Short,1233.96,1232.58,81,EOD,-0.048,-47.95
2017-09-08 15:15:00,2017-09-15 09:15:00,Short,1234.28,1244.16,81,SL,-0.96,-960.0
2017-09-15 09:30:00,2017-09-15 14:45:00,Short,1247.26,1257.23,80,SL,-0.96,-960.0
2017-09-19 15:00:00,2017-09-19 15:15:00,Short,1248.51,1249.0,80,EOD,-0.2,-199.61
2017-09-19 15:15:00,2017-09-20 15:15:00,Short,1248.46,1248.0,80,EOD,-0.124,-123.52
2017-09-22 14:15:00,2017-09-22 15:15:00,Long,1248.07,1254.98,80,EOD,0.393,393.35
2017-09-25 14:00:00,2017-09-25 15:15:00,Long,1253.13,1255.0,79,EOD,-0.01,-10.47
2017-09-26 11:15:00,2017-09-26 15:15:00,Long,1244.87,1234.91,80,SL,-0.96,-960.0
2017-09-28 09:30:00,2017-09-28 15:00:00,Short,1253.37,1233.32,79,TP,1.44,1440.0
2017-10-11 09:30:00,2017-10-11 10:00:00,Short,1231.26,1241.11,81,SL,-0.96,-960.0
2017-10-11 10:00:00,2017-10-11 10:45:00,Short,1236.18,1246.07,80,SL,-0.96,-960.0
2017-10-11 11:00:00,2017-10-11 14:15:00,Short,1245.38,1255.34,80,SL,-0.96,-960.0
2017-10-16 15:15:00,2017-10-17 09:30:00,Short,1290.35,1300.68,77,SL,-0.96,-960.0
2017-10-19 18:45:00,2017-10-23 09:15:00,Long,1290.73,1311.38,77,TP,1.44,1440.0
2017-10-24 12:45:00,2017-10-24 15:15:00,Long,1288.14,1287.5,77,EOD,-0.21,-209.98
2017-10-25 09:30:00,2017-10-25 15:00:00,Short,1302.85,1282.0,76,TP,1.44,1440.0
2017-10-30 09:15:00,2017-10-30 12:00:00,Short,1294.35,1304.71,77,SL,-0.96,-960.0
2017-11-02 09:30:00,2017-11-02 15:15:00,Short,1311.94,1311.53,76,EOD,-0.128,-128.47
2017-11-10 09:30:00,2017-11-10 15:15:00,Long,1356.18,1356.0,73,EOD,-0.173,-173.11
2017-11-15 09:30:00,2017-11-15 15:15:00,Short,1369.32,1355.0,73,EOD,0.885,885.41
2017-11-16 12:30:00,2017-11-16 15:15:00,Short,1372.31,1369.95,72,EOD,0.012,12.23
2017-11-20 14:15:00,2017-11-20 15:15:00,Long,1353.86,1348.95,73,EOD,-0.522,-522.42
2017-11-22 09:30:00,2017-11-22 15:15:00,Short,1346.73,1340.7,74,EOD,0.287,287.48
2017-11-27 10:00:00,2017-11-27 15:15:00,Long,1338.4,1341.53,74,EOD,0.074,73.95
2017-11-27 15:15:00,2017-11-28 15:15:00,Short,1344.28,1340.53,74,EOD,0.119,118.78
2017-11-29 14:00:00,2017-11-29 14:45:00,Long,1339.67,1328.95,74,SL,-0.96,-960.0
2017-11-30 14:15:00,2017-11-30 15:15:00,Short,1330.38,1317.5,75,EOD,0.808,808.48
2017-12-13 11:00:00,2017-12-13 12:45:00,Short,1313.39,1323.9,76,SL,-0.96,-960.0
2017-12-19 14:15:00,2017-12-19 15:15:00,Long,1289.02,1288.7,77,EOD,-0.185,-185.15
2017-12-20 09:30:00,2017-12-20 15:15:00,Long,1284.62,1296.0,77,EOD,0.726,725.71
2017-12-22 09:15:00,2017-12-22 11:45:00,Long,1302.65,1323.49,76,TP,1.44,1440.0
2017-12-27 09:30:00,2017-12-27 15:15:00,Long,1318.09,1307.54,75,SL,-0.96,-960.0
2017-12-28 09:30:00,2017-12-28 15:15:00,Long,1309.83,1315.5,76,EOD,0.273,272.53
2018-01-03 10:30:00,2018-01-03 15:15:00,Short,1327.77,1319.5,75,EOD,0.463,462.53
2018-01-03 15:15:00,2018-01-04 15:15:00,Long,1320.11,1325.0,75,EOD,0.21,210.44
2018-01-04 15:15:00,2018-01-05 09:30:00,Short,1326.77,1337.38,75,SL,-0.96,-960.0
2018-01-05 09:30:00,2018-01-05 10:00:00,Short,1333.41,1344.08,74,SL,-0.96,-960.0
2018-01-12 09:30:00,2018-01-12 15:15:00,Long,1383.19,1384.95,72,EOD,-0.033,-32.85
2018-01-15 09:45:00,2018-01-15 15:15:00,Short,1391.63,1369.37,71,TP,1.44,1440.0
2018-01-19 15:00:00,2018-01-19 15:15:00,Short,1470.26,1482.03,68,SL,-0.96,-960.0
2018-01-24 09:30:00,2018-01-24 09:45:00,Short,1576.74,1589.36,63,SL,-0.96,-960.0
2018-01-24 09:45:00,2018-01-24 10:00:00,Short,1574.19,1586.79,63,SL,-0.96,-960.0
2018-01-24 10:00:00,2018-01-24 10:15:00,Short,1591.95,1604.69,62,SL,-0.96,-960.0
2018-01-25 14:45:00,2018-01-25 15:15:00,Long,1548.27,1565.5,64,EOD,0.953,952.61
2018-01-30 09:45:00,2018-01-30 14:45:00,Long,1586.87,1574.18,63,SL,-0.96,-960.0
2018-02-01 09:30:00,2018-02-01 09:45:00,Short,1571.86,1584.44,63,SL,-0.96,-960.0
2018-02-01 09:45:00,2018-02-01 10:00:00,Short,1578.66,1591.29,63,SL,-0.96,-960.0
2018-02-01 10:00:00,2018-02-01 12:00:00,Short,1582.14,1556.82,63,TP,1.44,1440.0
2018-02-07 09:30:00,2018-02-07 09:45:00,Long,1499.5,1487.5,66,SL,-0.96,-960.0
2018-02-08 14:30:00,2018-02-08 15:15:00,Long,1486.74,1483.1,67,EOD,-0.405,-405.03
2018-02-09 14:30:00,2018-02-09 15:15:00,Short,1485.71,1490.0,67,EOD,-0.449,-448.97
2018-02-09 15:15:00,2018-02-12 09:15:00,Short,1486.39,1498.28,67,SL,-0.96,-960.0
2018-02-12 09:15:00,2018-02-12 09:30:00,Short,1489.28,1501.2,67,SL,-0.96,-960.0
