date,open,high,low,close,volume
2015-04-01 00:00:00+05:30,391.4,394.25,387.35,390.4,452828
2015-04-06 00:00:00+05:30,395,404.4,391,403.6,904638
2015-04-07 00:00:00+05:30,404.5,410.7,401.5,406.6,636179
2015-04-08 00:00:00+05:30,407.6,411.4,404.5,407.45,534912
2015-04-09 00:00:00+05:30,410,410,398.15,399.95,756901
2015-04-10 00:00:00+05:30,399.7,406.55,399.05,400.55,969396
2015-04-13 00:00:00+05:30,401,418.45,401,414.85,1399618
2015-04-15 00:00:00+05:30,415,422.6,406.1,411.35,947070
2015-04-16 00:00:00+05:30,411.35,417.5,396.65,406.25,884632
2015-04-17 00:00:00+05:30,403,407.95,393.25,395.05,603542
2015-04-20 00:00:00+05:30,396,403.8,392.05,394.95,934634
2015-04-21 00:00:00+05:30,401,401.4,388.75,392.25,657263
2015-04-22 00:00:00+05:30,393.4,397.5,389.2,396.1,517359
2015-04-23 00:00:00+05:30,398.1,404.65,392,403.45,743194
2015-04-24 00:00:00+05:30,405,405.5,390,395.9,738949
2015-04-27 00:00:00+05:30,398.7,398.7,383,386.5,947654
2015-04-28 00:00:00+05:30,386,390.55,382,386.15,612828
2015-04-29 00:00:00+05:30,387.9,388.6,380,381.85,866439
2015-04-30 00:00:00+05:30,380.4,386.85,379.95,382.8,2267714
2015-05-04 00:00:00+05:30,384.8,394.25,382.25,385.25,462963
2015-05-05 00:00:00+05:30,386.1,388.7,380.25,384.4,593407
2015-05-06 00:00:00+05:30,382.65,386,368,383.4,1719756
2015-05-07 00:00:00+05:30,383.9,385.8,365.25,369.55,1729099
2015-05-08 00:00:00+05:30,340,357.7,334.35,353.6,5691342
2015-05-11 00:00:00+05:30,352,371.4,346.2,367.65,1343524
2015-05-12 00:00:00+05:30,369.45,369.45,356,362.75,901977
2015-05-13 00:00:00+05:30,362.2,369,357.95,367.4,837838
2015-05-14 00:00:00+05:30,363.55,366,360.1,362.9,527009
2015-05-15 00:00:00+05:30,363.1,371,363.1,367.95,557137
2015-05-18 00:00:00+05:30,367.75,379.9,365.05,378.75,796620
2015-05-19 00:00:00+05:30,378.75,381.9,373.6,379.55,711652
2015-05-20 00:00:00+05:30,381,383.8,375,376.15,476821
2015-05-21 00:00:00+05:30,372.6,381,372.6,376,351909
2015-05-22 00:00:00+05:30,374.15,378.45,369,370.45,438670
2015-05-25 00:00:00+05:30,367.05,372.5,364.65,371,406302
2015-05-26 00:00:00+05:30,373,373.6,366.5,370.6,251010
2015-05-27 00:00:00+05:30,368.05,375.5,366.9,372.2,215459
2015-05-28 00:00:00+05:30,375,385.8,365.5,380.25,1467589
2015-05-29 00:00:00+05:30,381,381,372.2,378.3,312544
2015-06-01 00:00:00+05:30,375.1,379.6,373.05,376.3,232939
2015-06-02 00:00:00+05:30,378.45,378.45,367.2,368.95,322834
2015-06-03 00:00:00+05:30,369.9,370.95,355.5,367.65,407702
2015-06-04 00:00:00+05:30,365.85,366.6,355.9,361.5,331402
2015-06-05 00:00:00+05:30,357.55,370.85,354.25,363.75,513150
2015-06-08 00:00:00+05:30,364.5,366.3,351.2,352.95,275247
2015-06-09 00:00:00+05:30,350.05,360.9,350.05,359.55,400693
2015-06-10 00:00:00+05:30,359.25,366.5,359,364.7,423122
2015-06-11 00:00:00+05:30,365.3,368,351.95,353.7,402824
2015-06-12 00:00:00+05:30,353.45,356,345.1,347.95,306206
2015-06-15 00:00:00+05:30,345,352.35,343,344.25,502073
2015-06-16 00:00:00+05:30,346,349.65,337.5,347.15,794358
2015-06-17 00:00:00+05:30,349.9,355.5,345.2,353.95,554088
2015-06-18 00:00:00+05:30,353.15,360.5,350.1,358.8,375925
2015-06-19 00:00:00+05:30,360.65,361.2,352.2,358.2,499477
2015-06-22 00:00:00+05:30,357.35,368.9,356,366.25,503127
2015-06-23 00:00:00+05:30,367.8,368,355.85,357.25,581280
2015-06-24 00:00:00+05:30,357.6,361.9,354.05,356.6,1036071
2015-06-25 00:00:00+05:30,353,355.95,348.95,352.85,2374867
2015-06-26 00:00:00+05:30,352.9,361.5,350.25,360.15,972326
2015-06-29 00:00:00+05:30,354.65,360,350.15,358.85,521388
2015-06-30 00:00:00+05:30,358.85,370.25,355.1,366.3,928099
2015-07-01 00:00:00+05:30,365,366.95,360.55,361.9,581426
2015-07-02 00:00:00+05:30,362.25,363.25,352.35,355.25,1301446
2015-07-03 00:00:00+05:30,349.5,359.5,349.5,357.3,640953
2015-07-06 00:00:00+05:30,352.05,357.95,352,355.85,606970
2015-07-07 00:00:00+05:30,356,362.95,355.6,361.05,622813
2015-07-08 00:00:00+05:30,356.1,360,351.25,354.95,743184
2015-07-09 00:00:00+05:30,355.45,361.9,354,359.7,492767
2015-07-10 00:00:00+05:30,360.2,364.45,354.45,355.8,675678
2015-07-13 00:00:00+05:30,356.5,358.5,352.4,357.3,349986
2015-07-14 00:00:00+05:30,357.8,363.65,356,359.85,483292
2015-07-15 00:00:00+05:30,358.7,358.7,348.35,350.75,597184
2015-07-16 00:00:00+05:30,350,353.85,348.5,350.65,330307
2015-07-17 00:00:00+05:30,348.5,353.6,347.1,348.95,557575
2015-07-20 00:00:00+05:30,349,351.3,344,345.15,808216
2015-07-21 00:00:00+05:30,346,346.9,338.05,339.75,475068
2015-07-22 00:00:00+05:30,339,340,333.35,338,810073
2015-07-23 00:00:00+05:30,339,345,335.3,337.05,672679
2015-07-24 00:00:00+05:30,337,343.9,335.35,340.1,709976
2015-07-27 00:00:00+05:30,339.5,341.35,331.2,335.9,487372
2015-07-28 00:00:00+05:30,336.5,344.9,336.5,341.1,1107079
2015-07-29 00:00:00+05:30,342.85,343.75,333.3,338.55,801921
2015-07-30 00:00:00+05:30,338.5,345.25,336,338.8,1117699
2015-07-31 00:00:00+05:30,339,341.6,320.35,323.64,3631818
2015-08-03 00:00:00+05:30,323,324,315.45,317.25,2457661
2015-08-04 00:00:00+05:30,317.7,319.39,314.5,315.95,1300131
2015-08-05 00:00:00+05:30,316.95,322.85,316.05,320.5,1990552
2015-08-06 00:00:00+05:30,324.45,328.75,321,327.75,1355010
2015-08-07 00:00:00+05:30,328,335.15,324.5,334,1020332
2015-08-10 00:00:00+05:30,334.45,334.5,328,329.35,527219
2015-08-11 00:00:00+05:30,330.5,338,323.1,328.4,1135585
2015-08-12 00:00:00+05:30,327.9,334,323.2,330.1,628727
2015-08-13 00:00:00+05:30,331.2,338.6,320.6,328.15,1800158
2015-08-14 00:00:00+05:30,331.9,337,326,335.05,349444
2015-08-17 00:00:00+05:30,336.1,340,330.15,336.6,590909
2015-08-18 00:00:00+05:30,338,338.6,331.6,336.15,219001
2015-08-19 00:00:00+05:30,335.85,342.9,334.25,340.45,336368
2015-08-20 00:00:00+05:30,344.6,345.8,338.35,341.2,758875
2015-08-21 00:00:00+05:30,338.1,345.5,334.1,344.3,603152
2015-08-24 00:00:00+05:30,334.5,338.85,328.55,332.6,802619
2015-08-25 00:00:00+05:30,335.05,337.7,321.5,327,635497
2015-08-26 00:00:00+05:30,328,333.1,320.5,324.75,795875
2015-08-27 00:00:00+05:30,320,353.1,320,347.05,3735076
2015-08-28 00:00:00+05:30,346.1,348,338.4,341.6,742569
2015-08-31 00:00:00+05:30,341.9,345,336.15,337.8,561975
2015-09-01 00:00:00+05:30,335.75,339.3,328,334.95,423225
2015-09-02 00:00:00+05:30,336,336,321.1,323.1,909066
2015-09-03 00:00:00+05:30,324.85,330,323,327.2,351699
2015-09-04 00:00:00+05:30,327.75,334.4,318.35,332.95,854711
2015-09-07 00:00:00+05:30,333,337.7,329.1,332.4,366587
2015-09-08 00:00:00+05:30,333.1,334.95,316.05,322,842521
2015-09-09 00:00:00+05:30,325.25,332.5,324.35,330.55,903800
2015-09-10 00:00:00+05:30,326.35,329.8,321.25,325.95,756925
2015-09-11 00:00:00+05:30,326.25,331,325.14,326.45,481787
2015-09-14 00:00:00+05:30,329.9,331,325.2,329,324466
2015-09-15 00:00:00+05:30,331,331,323,326.35,231855
