date,open,high,low,close,volume,cpr_pp,cpr_bc,cpr_tc,cpr_width,supertrend,supertrend_dir,bb_middle,bb_upper,bb_lower
2021-04-19 00:00:00+05:30,218.0,239.0,211.3,232.6,22102730,,,,,,1,,,
2021-04-20 00:00:00+05:30,234.0,256.9,228.65,251.55,11705072,227.63333333333333,225.15,230.11666666666665,0.02181871430663336,,1,,,
2021-04-22 00:00:00+05:30,249.0,271.35,245.8,261.85,4728296,245.69999999999996,242.77499999999998,248.62499999999994,0.023809523809523673,,1,,,
2021-04-23 00:00:00+05:30,261.4,268.45,258.85,265.35,2300838,259.6666666666667,258.57500000000005,260.7583333333333,0.008408215661103774,,1,,,
2021-04-26 00:00:00+05:30,266.0,293.0,266.0,290.05,4139576,264.21666666666664,263.65,264.7833333333333,0.004289408944679212,,1,,,
2021-04-27 00:00:00+05:30,288.0,306.35,285.5,302.2,4373976,283.01666666666665,279.5,286.5333333333333,0.02485130439903411,,1,,,
2021-04-28 00:00:00+05:30,302.4,310.0,298.1,307.8,1970340,298.01666666666665,295.925,300.1083333333333,0.014037246239024486,,1,,,
2021-04-29 00:00:00+05:30,309.35,309.5,290.55,300.8,3749610,305.3,304.05,306.55,0.008188666885031117,,1,,,
2021-04-30 00:00:00+05:30,296.0,310.95,294.05,296.85,689580,300.2833333333333,300.025,300.54166666666663,0.0017205972137425262,,1,,,
2021-05-03 00:00:00+05:30,295.0,302.5,285.1,299.65,848474,300.6166666666667,302.5,298.73333333333335,0.012529799855851809,,1,,,
2021-05-04 00:00:00+05:30,300.6,304.0,291.35,298.85,587900,295.75,293.8,297.7,0.01318681318681311,,1,,,
2021-05-05 00:00:00+05:30,295.5,306.0,293.75,303.0,582008,298.06666666666666,297.675,298.4583333333333,0.002628047416685204,,1,,,
2021-05-06 00:00:00+05:30,303.0,306.1,297.75,300.95,281584,300.9166666666667,299.875,301.95833333333337,0.006923289947383122,,1,,,
2021-05-07 00:00:00+05:30,301.5,319.0,301.5,315.85,2697842,301.59999999999997,301.925,301.2749999999999,0.0021551724137934053,,1,,,
2021-05-10 00:00:00+05:30,315.0,379.05,314.9,345.85,3202552,312.1166666666667,310.25,313.98333333333335,0.011961339242804556,,1,,,
2021-05-11 00:00:00+05:30,342.4,351.35,337.55,345.85,938596,346.6000000000001,346.975,346.22500000000014,0.0021638776687821298,,1,,,
2021-05-12 00:00:00+05:30,350.0,355.1,317.45,323.3,1409480,344.9166666666667,344.45000000000005,345.3833333333333,0.0027059676250300465,,1,,,
2021-05-14 00:00:00+05:30,332.45,335.7,307.25,323.95,1291314,331.95,336.275,327.625,0.026058141286338238,,1,,,
2021-05-17 00:00:00+05:30,324.0,328.5,313.8,323.7,2173164,322.3,321.475,323.125,0.005119453924914605,,1,,,
2021-05-18 00:00:00+05:30,323.9,323.9,307.25,316.4,1331362,322.0,321.15,322.85,0.005279503105590204,,1,,,
2021-05-19 00:00:00+05:30,311.75,321.0,311.75,317.15,676842,315.84999999999997,315.575,316.12499999999994,0.0017413329111918778,,1,,,
2021-05-20 00:00:00+05:30,317.15,322.55,308.0,314.25,415756,316.6333333333333,316.375,316.89166666666665,0.0016317507106010682,,1,,,
2021-05-21 00:00:00+05:30,318.45,328.45,314.25,322.15,1315414,314.93333333333334,315.275,314.5916666666667,0.0021697713801861144,,1,,,
2021-05-24 00:00:00+05:30,324.45,326.0,319.0,322.1,601734,321.6166666666667,321.35,321.8833333333333,0.0016582888531895207,,1,,,
2021-05-25 00:00:00+05:30,321.5,325.0,314.0,316.3,872216,322.3666666666667,322.5,322.23333333333335,0.0008272153862061364,,1,303.934,356.834825853667,251.03317414633307
2021-05-26 00:00:00+05:30,310.0,314.85,309.0,312.55,481392,318.43333333333334,319.5,317.3666666666667,0.00669946613629224,183.014,1,307.13199999999995,351.3507732077677,262.9132267922322
2021-05-27 00:00:00+05:30,310.05,312.5,305.0,307.45,207686,312.1333333333334,311.925,312.34166666666675,0.0013348996155491534,183.014,1,309.36800000000005,347.3287679585121,271.407232041488
2021-05-28 00:00:00+05:30,308.0,321.5,307.5,317.55,832566,308.31666666666666,308.75,307.8833333333333,0.0028109627547435244,185.89873190400002,1,311.596,344.31604792172527,278.87595207827474
2021-05-31 00:00:00+05:30,317.4,320.75,310.95,315.55,471108,315.51666666666665,314.5,316.5333333333333,0.006444456182980201,189.64878262784003,1,313.604,340.3394434412448,286.8685565587552
2021-06-01 00:00:00+05:30,318.0,318.4,309.0,313.15,327116,315.75,315.85,315.65,0.0006334125098972145,189.9148313227264,1,314.528,339.4806604593578,289.57533954064223
2021-06-02 00:00:00+05:30,315.0,318.85,308.5,309.0,279100,313.51666666666665,313.7,313.3333333333333,0.001169528467386128,191.94323806981737,1,314.8,339.3542664317222,290.24573356827784
2021-06-03 00:00:00+05:30,310.25,317.95,309.65,311.35,580872,312.1166666666667,313.675,310.55833333333334,0.009985582314305573,194.4315085470246,1,314.942,339.37344989557516,290.51055010442485
2021-06-04 00:00:00+05:30,314.0,317.0,310.5,313.85,380764,312.9833333333333,313.79999999999995,312.16666666666663,0.005218595239363095,197.33624820514368,1,315.464,339.21262556022975,291.71537443977024
2021-06-07 00:00:00+05:30,316.85,344.5,315.75,335.0,2295650,313.78333333333336,313.75,313.8166666666667,0.0002124608275350923,209.78579827693795,1,316.99,340.6608766208605,293.3191233791395
2021-06-08 00:00:00+05:30,331.5,355.0,331.5,345.35,2462672,331.75,330.125,333.375,0.009796533534287867,221.14436634586042,1,318.81800000000004,343.86839528630236,293.7676047136977
2021-06-09 00:00:00+05:30,348.0,351.3,325.75,333.1,1648102,343.95,343.25,344.65,0.004070359063817349,221.14436634586042,1,320.188,344.45434344107076,295.9216565589292
2021-06-10 00:00:00+05:30,334.85,350.2,333.15,347.1,1125198,336.71666666666664,338.525,334.9083333333333,0.01074097906251549,221.14436634586042,1,321.952,347.34926725456893,296.55473274543107
2021-06-11 00:00:00+05:30,347.0,349.55,330.7,336.45,998786,343.4833333333333,341.67499999999995,345.29166666666663,0.010529380367800498,221.14436634586042,1,323.372,347.8671600117247,298.8768399882753
2021-06-14 00:00:00+05:30,335.1,352.5,325.9,342.55,1202520,338.90000000000003,340.125,337.67500000000007,0.0072292711714368,221.14436634586042,1,324.44,349.8416692364891,299.0383307635109
2021-06-15 00:00:00+05:30,345.85,357.5,345.0,354.4,1744190,340.31666666666666,339.2,341.43333333333334,0.006562515304373422,225.17577403702688,1,324.782,351.5224394877869,298.04156051221304
2021-06-16 00:00:00+05:30,355.0,359.0,337.0,340.9,975476,352.3,351.25,353.35,0.005960828839057686,225.17577403702688,1,324.584,350.76496591037073,298.4030340896293
2021-06-17 00:00:00+05:30,339.45,346.5,331.0,335.3,533454,345.6333333333334,348.0,343.26666666666677,0.0136946667952548,225.17577403702688,1,325.06399999999996,351.5711842337128,298.5568157662871
2021-06-18 00:00:00+05:30,337.9,343.1,316.05,340.5,1099232,337.59999999999997,338.75,336.44999999999993,0.006812796208531009,225.17577403702688,1,325.726,352.9069215443479,298.5450784556521
2021-06-21 00:00:00+05:30,337.5,354.0,333.4,352.0,656338,333.2166666666667,329.57500000000005,336.85833333333335,0.021857650177562055,225.17577403702688,1,326.858,355.900585008914,297.815414991086
2021-06-22 00:00:00+05:30,354.0,356.55,348.0,349.9,691016,346.4666666666667,343.7,349.2333333333334,0.01597075235712935,225.49431082913856,1,328.198,358.2602617911559,298.13573820884403
2021-06-23 00:00:00+05:30,351.35,352.25,340.0,341.0,402636,351.4833333333333,352.275,350.6916666666666,0.004504718099483251,225.49431082913856,1,329.152,359.2649936074113,299.03900639258865
2021-06-24 00:00:00+05:30,340.5,348.5,338.05,344.0,314878,344.4166666666667,346.125,342.70833333333337,0.009920154851197566,225.49431082913856,1,330.342,360.3565122232562,300.3274877767438
2021-06-25 00:00:00+05:30,343.5,343.85,336.5,338.1,227050,343.51666666666665,343.275,343.7583333333333,0.0014070156712435548,225.49431082913856,1,330.98,360.9489038838593,301.0110961161407
2021-06-28 00:00:00+05:30,337.0,346.5,336.0,343.6,755846,339.48333333333335,340.175,338.7916666666667,0.00407481957877164,225.49431082913856,1,331.84,361.9737418851359,301.70625811486406
2021-06-29 00:00:00+05:30,344.0,344.75,336.5,337.8,288388,342.0333333333333,341.25,342.8166666666666,0.004580450248513613,225.49431082913856,1,332.7,362.2318268991269,303.1681731008731
2021-06-30 00:00:00+05:30,346.3,352.2,340.0,341.8,1182746,339.68333333333334,340.625,338.7416666666667,0.005544379569206592,230.76246198115297,1,333.87,362.4171399618245,305.3228600381755
2021-07-01 00:00:00+05:30,344.85,347.4,339.0,340.75,279824,344.6666666666667,346.1,343.23333333333335,0.008317214700193445,230.76246198115297,1,335.202,361.72996984316734,308.67403015683266
2021-07-02 00:00:00+05:30,343.85,343.85,334.25,338.1,289698,342.3833333333334,343.2,341.5666666666668,0.004770481429196938,230.76246198115297,1,336.024,361.5684572461424,310.47954275385763
2021-07-05 00:00:00+05:30,342.45,344.0,332.65,335.45,700086,338.73333333333335,339.05,338.4166666666667,0.0018697106868726405,230.76246198115297,1,336.82,360.96473027391266,312.6752697260873
2021-07-06 00:00:00+05:30,336.5,338.35,322.5,325.4,982870,337.3666666666666,338.325,336.40833333333325,0.005681256792807261,230.76246198115297,1,337.31,359.9646065955689,314.6553934044311
2021-07-07 00:00:00+05:30,327.5,336.2,327.5,332.1,812308,328.75,330.425,327.075,0.010190114068441133,230.76246198115297,1,338.23400000000004,357.87900384321665,318.5889961567834
2021-07-08 00:00:00+05:30,335.95,351.0,334.0,343.9,958542,331.93333333333334,331.85,332.01666666666665,0.0005021088572001269,232.92105172535372,1,339.536,355.92630249873366,323.14569750126634
2021-07-09 00:00:00+05:30,342.1,394.5,338.5,386.3,4419464,342.9666666666667,342.5,343.4333333333334,0.0027213529011567514,245.62420965633956,1,342.434,364.32885272843816,320.5391472715619
2021-07-12 00:00:00+05:30,395.0,407.9,387.8,395.2,1616146,373.09999999999997,366.5,379.69999999999993,0.035379254891449836,275.761241270086,1,344.842,374.72223667911607,314.9617633208839
2021-07-13 00:00:00+05:30,399.0,399.0,384.8,389.15,650124,396.9666666666667,397.85,396.08333333333337,0.00445041565202784,275.761241270086,1,346.594,381.1572905840864,312.0307094159136
2021-07-14 00:00:00+05:30,387.5,413.45,387.5,395.55,1570018,390.9833333333333,391.9,390.0666666666666,0.004689031928044771,276.8750399545113,1,349.092,388.1304085741209,310.05359142587906
2021-07-15 00:00:00+05:30,395.05,419.5,386.0,414.7,2022148,398.8333333333333,400.475,397.1916666666666,0.008232344337651692,276.8750399545113,1,351.79600000000005,398.5166756800456,305.0753243199545
2021-07-16 00:00:00+05:30,418.55,436.25,412.6,426.3,1764134,406.73333333333335,402.75,410.7166666666667,0.019586952958531464,294.88847682207756,1,355.39,409.9941170608957,300.7858829391043
2021-07-19 00:00:00+05:30,412.0,423.85,410.5,415.9,1110652,425.05,424.425,425.675,0.0029408304905305257,294.88847682207756,1,358.324,417.54081599005474,299.1071840099453
2021-07-20 00:00:00+05:30,415.75,417.75,394.0,396.6,769106,416.75,417.175,416.325,0.002039592081583738,294.88847682207756,1,360.01199999999994,421.062623453,298.9613765469999
2021-07-22 00:00:00+05:30,402.95,433.5,400.95,428.1,1395546,402.7833333333333,405.875,399.6916666666666,0.015351512392932663,294.88847682207756,1,363.5,429.54413070061565,297.45586929938435
2021-07-23 00:00:00+05:30,424.5,426.95,415.55,422.4,716396,420.8500000000001,417.225,424.47500000000014,0.017227040513247267,294.88847682207756,1,366.98400000000004,435.83971418553443,298.12828581446564
2021-07-26 00:00:00+05:30,420.95,427.4,416.1,421.7,580478,421.6333333333334,421.25,422.01666666666677,0.001818325559332987,294.88847682207756,1,370.232,441.40574167486216,299.0582583251379
2021-07-27 00:00:00+05:30,423.85,442.5,417.95,438.5,1263070,421.73333333333335,421.75,421.7166666666667,7.903888713239728e-05,297.2828792421624,1,373.69200000000006,449.258615274207,298.12538472579314
2021-07-28 00:00:00+05:30,439.5,439.5,408.0,426.55,820236,432.98333333333335,430.225,435.7416666666667,0.012741060086993305,297.2828792421624,1,376.75800000000004,454.4057774569241,299.11022254307596
2021-07-29 00:00:00+05:30,430.0,442.65,425.5,427.9,449450,424.68333333333334,423.75,425.6166666666667,0.00439543189042818,298.2863415095768,1,380.23400000000004,458.9407098537349,301.52729014626516
2021-07-30 00:00:00+05:30,428.0,432.5,420.7,426.9,350354,432.01666666666665,434.075,429.9583333333333,0.009528953358280948,298.2863415095768,1,383.55,462.85405285986343,304.2459471401366
2021-08-02 00:00:00+05:30,430.0,464.05,426.4,459.4,3402276,426.7,426.6,426.79999999999995,0.0004687133817668896,306.368332335226,1,388.40200000000004,470.7729195286785,306.0310804713216
2021-08-03 00:00:00+05:30,462.5,472.45,456.8,460.7,841332,449.95,445.225,454.67499999999995,0.021002333592621252,326.940599041817,1,393.086,478.01169702981554,308.1603029701845
2021-08-04 00:00:00+05:30,460.45,464.7,438.0,441.5,403084,463.31666666666666,464.625,462.0083333333333,0.005647685168531259,326.940599041817,1,397.23400000000004,481.07629348008095,313.3917065199191
2021-08-05 00:00:00+05:30,442.35,443.25,417.6,434.0,463746,448.06666666666666,451.35,444.7833333333333,0.014655557208748816,326.940599041817,1,400.92199999999997,482.7739056833744,319.07009431662556
2021-08-06 00:00:00+05:30,437.0,442.45,431.0,437.05,514600,431.6166666666666,430.425,432.8083333333332,0.0055218751206700676,326.940599041817,1,404.774,483.9567815626606,325.5912184373394
2021-08-09 00:00:00+05:30,439.55,442.35,425.15,429.2,526400,436.8333333333333,436.725,436.9416666666666,0.0004959938954595573,326.940599041817,1,408.41799999999995,483.2577695346533,333.5782304653466
2021-08-10 00:00:00+05:30,427.7,433.25,393.5,402.25,659950,432.23333333333335,433.75,430.7166666666667,0.007017814452070571,326.940599041817,1,411.09,479.8404705438444,342.33952945615556
2021-08-11 00:00:00+05:30,405.15,422.95,380.65,417.85,1117712,409.6666666666667,413.375,405.95833333333337,0.01810414971521553,326.940599041817,1,414.788,473.9859207742977,355.5900792257023
2021-08-12 00:00:00+05:30,420.0,434.95,412.7,426.05,789418,407.1499999999999,401.79999999999995,412.4999999999999,0.02628024069753146,326.940599041817,1,418.546,467.27204987068035,369.81995012931964
