date,open,high,low,close,volume,day,cpr_pp,cpr_bc,cpr_tc,cpr_width,supertrend,supertrend_dir,bb_middle,bb_upper,bb_lower
2015-09-01 09:15:00+05:30,11563.55,11685.6,11563.55,11679.1,0,2015-09-01,,,,,,1,,,
2015-09-01 09:30:00+05:30,11679.1,11691.95,11667.65,11682.85,0,2015-09-01,,,,,,1,,,
2015-09-01 09:45:00+05:30,11682.85,11698.45,11671.3,11689.35,0,2015-09-01,,,,,,1,,,
2015-09-01 10:00:00+05:30,11689.35,11696.8,11677.7,11683.8,0,2015-09-01,,,,,,1,,,
2015-09-01 10:15:00+05:30,11683.8,11685.2,11656.9,11664.05,0,2015-09-01,,,,,,1,,,
2015-09-01 10:30:00+05:30,11664.05,11670.95,11645.9,11653.9,0,2015-09-01,,,,,,1,,,
2015-09-01 10:45:00+05:30,11653.9,11661.7,11634.2,11659.7,0,2015-09-01,,,,,,1,,,
2015-09-01 11:00:00+05:30,11659.7,11705.45,11659.5,11704.2,0,2015-09-01,,,,,,1,,,
2015-09-01 11:15:00+05:30,11704.2,11712.5,11681.15,11681.15,0,2015-09-01,,,,,,1,,,
2015-09-01 11:30:00+05:30,11681.15,11686.3,11644.85,11667.4,0,2015-09-01,,,,,,1,,,
2015-09-01 11:45:00+05:30,11667.4,11684.45,11655.55,11682.75,0,2015-09-01,,,,,,1,,,
2015-09-01 12:00:00+05:30,11681.6,11686.65,11657.2,11667.4,0,2015-09-01,,,,,,1,,,
2015-09-01 12:15:00+05:30,11667.4,11678.55,11648.2,11677.7,0,2015-09-01,,,,,,1,,,
2015-09-01 12:30:00+05:30,11677.7,11688.35,11669.75,11688.35,0,2015-09-01,,,,,,1,,,
2015-09-01 12:45:00+05:30,11687.3,11689.1,11665.55,11672.8,0,2015-09-01,,,,,,1,,,
2015-09-01 13:00:00+05:30,11670.5,11678.85,11660.95,11674.85,0,2015-09-01,,,,,,1,,,
2015-09-01 13:15:00+05:30,11674.85,11675.05,11631.25,11638.8,0,2015-09-01,,,,,,1,,,
2015-09-01 13:30:00+05:30,11638.8,11660.6,11635.3,11659.55,0,2015-09-01,,,,,,1,,,
2015-09-01 13:45:00+05:30,11658.25,11658.85,11580.15,11586.8,0,2015-09-01,,,,,,1,,,
2015-09-01 14:00:00+05:30,11585.55,11585.55,11510.7,11515.5,0,2015-09-01,,,,,,1,,,
2015-09-01 14:15:00+05:30,11515.4,11519.15,11396.15,11399.7,0,2015-09-01,,,,,,1,,,
2015-09-01 14:30:00+05:30,11399.7,11437.1,11391.7,11421.2,0,2015-09-01,,,,,,1,,,
2015-09-01 14:45:00+05:30,11421.2,11450.4,11406.15,11444.9,0,2015-09-01,,,,,,1,,,
2015-09-01 15:00:00+05:30,11444.9,11494.2,11427.0,11487.3,0,2015-09-01,,,,,,1,,,
2015-09-01 15:15:00+05:30,11487.3,11505.75,11467.15,11479.6,0,2015-09-01,,,,,,1,11618.508,11807.807926423651,11429.208073576348
2015-09-02 09:15:00+05:30,11563.95,11566.75,11523.1,11544.3,0,2015-09-02,11527.933333333334,11552.1,11503.766666666668,0.004192714507948703,11229.143799999998,1,11613.116000000002,11802.88385127097,11423.348148729034
2015-09-02 09:30:00+05:30,11544.3,11566.6,11510.9,11559.9,0,2015-09-02,11527.933333333334,11552.1,11503.766666666668,0.004192714507948703,11229.143799999998,1,11608.198,11796.851514104563,11419.544485895438
2015-09-02 09:45:00+05:30,11568.05,11610.05,11565.5,11610.05,0,2015-09-02,11527.933333333334,11552.1,11503.766666666668,0.004192714507948703,11267.736886079998,1,11605.026000000002,11790.759000018847,11419.292999981157
