date,open,high,low,close,volume,day,cpr_pp,cpr_bc,cpr_tc,cpr_width,supertrend,supertrend_dir,bb_middle,bb_upper,bb_lower
2015-09-01 09:15:00+05:30,6932.1,6932.1,6860.25,6879.45,0,2015-09-01,,,,,,1,,,
2015-09-01 09:30:00+05:30,6879.45,6897.8,6876.2,6894.05,0,2015-09-01,,,,,,1,,,
2015-09-01 09:45:00+05:30,6894.05,6905.35,6890.35,6892.95,0,2015-09-01,,,,,,1,,,
2015-09-01 10:00:00+05:30,6892.95,6900.65,6878.85,6890.7,0,2015-09-01,,,,,,1,,,
2015-09-01 10:15:00+05:30,6890.6,6896.3,6873.3,6887.1,0,2015-09-01,,,,,,1,,,
2015-09-01 10:30:00+05:30,6887.1,6896.9,6879.8,6886.25,0,2015-09-01,,,,,,1,,,
2015-09-01 10:45:00+05:30,6887.7,6897.3,6884.8,6891.2,0,2015-09-01,,,,,,1,,,
2015-09-01 11:00:00+05:30,6891.2,6907.9,6889.35,6906.9,0,2015-09-01,,,,,,1,,,
2015-09-01 11:15:00+05:30,6907.15,6908.7,6874.3,6876.85,0,2015-09-01,,,,,,1,,,
2015-09-01 11:30:00+05:30,6876.85,6883.0,6856.6,6859.65,0,2015-09-01,,,,,,1,,,
2015-09-01 11:45:00+05:30,6859.65,6865.65,6853.85,6863.65,0,2015-09-01,,,,,,1,,,
2015-09-01 12:00:00+05:30,6863.65,6863.65,6840.25,6841.7,0,2015-09-01,,,,,,1,,,
2015-09-01 12:15:00+05:30,6841.7,6843.3,6825.0,6839.25,0,2015-09-01,,,,,,1,,,
2015-09-01 12:30:00+05:30,6839.25,6845.5,6834.5,6840.8,0,2015-09-01,,,,,,1,,,
2015-09-01 12:45:00+05:30,6840.8,6840.85,6818.35,6818.35,0,2015-09-01,,,,,,1,,,
2015-09-01 13:00:00+05:30,6818.35,6828.7,6813.9,6816.2,0,2015-09-01,,,,,,1,,,
2015-09-01 13:15:00+05:30,6816.2,6816.2,6785.55,6795.35,0,2015-09-01,,,,,,1,,,
2015-09-01 13:30:00+05:30,6795.35,6819.95,6795.35,6809.75,0,2015-09-01,,,,,,1,,,
2015-09-01 13:45:00+05:30,6809.75,6811.35,6775.5,6793.15,0,2015-09-01,,,,,,1,,,
2015-09-01 14:00:00+05:30,6788.1,6796.2,6773.2,6779.05,0,2015-09-01,,,,,,1,,,
2015-09-01 14:15:00+05:30,6779.05,6782.8,6755.4,6769.35,0,2015-09-01,,,,,,1,,,
2015-09-01 14:30:00+05:30,6769.35,6784.05,6759.2,6761.2,0,2015-09-01,,,,,,1,,,
2015-09-01 14:45:00+05:30,6761.2,6768.7,6752.3,6764.95,0,2015-09-01,,,,,,1,,,
