trade_id,entry_date,entry_time,exit_date,exit_time,position,entry_price,exit_price,sl,tp,qty,pnl_pts,pnl_pct,pnl_amount,exit_reason
969,2021-04-27,10:15:00,2021-04-27,12:15:00,LONG,14563.1,14627.56,14530.87,14627.56,75,64.46,0.443,4834.82,Take Profit
970,2021-04-28,13:15:00,2021-04-28,15:00:00,LONG,14856.75,14864.75,14834.75,14900.76,112,8.0,0.054,896.0,Time Exit
971,2021-04-29,10:15:00,2021-04-29,10:45:00,SHORT,14911.0,14824.38,14954.31,14824.38,57,86.62,0.581,4937.42,Take Profit
972,2021-04-30,09:45:00,2021-04-30,13:30:00,SHORT,14838.9,14749.24,14883.73,14749.24,56,89.66,0.604,5020.8,Take Profit
973,2021-05-03,10:30:00,2021-05-03,14:30:00,SHORT,14572.85,14627.9,14627.9,14462.76,47,-55.05,-0.378,-2587.18,Stop Loss
974,2021-05-04,14:30:00,2021-05-04,15:00:00,SHORT,14491.9,14505.45,14533.61,14408.49,61,-13.55,-0.094,-826.55,Time Exit
975,2021-05-05,12:45:00,2021-05-05,15:00:00,SHORT,14603.1,14621.15,14640.81,14527.69,67,-18.05,-0.124,-1209.35,Time Exit
976,2021-05-06,13:15:00,2021-05-06,15:00:00,LONG,14692.15,14721.0,14665.02,14746.41,93,28.85,0.196,2683.05,Time Exit
977,2021-05-07,12:15:00,2021-05-07,13:45:00,SHORT,14791.7,14823.55,14823.55,14727.99,80,-31.85,-0.215,-2548.29,Stop Loss
978,2021-05-10,13:30:00,2021-05-10,15:00:00,SHORT,14953.4,14941.2,14971.62,14916.96,139,12.2,0.082,1695.8,Time Exit
979,2021-05-11,09:45:00,2021-05-11,11:30:00,SHORT,14840.05,14870.82,14870.82,14778.5,83,-30.77,-0.207,-2554.32,Stop Loss
980,2021-05-12,10:00:00,2021-05-12,12:15:00,SHORT,14739.75,14768.14,14768.14,14682.96,89,-28.39,-0.193,-2526.96,Stop Loss
981,2021-05-14,11:45:00,2021-05-14,13:00:00,SHORT,14623.9,14671.62,14671.62,14528.46,52,-47.72,-0.326,-2481.33,Stop Loss
982,2021-05-25,11:00:00,2021-05-25,14:00:00,SHORT,15236.7,15174.25,15267.93,15174.25,79,62.45,0.41,4933.55,Take Profit
983,2021-05-26,10:15:00,2021-05-26,11:00:00,SHORT,15269.4,15299.75,15299.75,15208.69,83,-30.35,-0.199,-2519.35,Stop Loss
984,2021-05-28,13:30:00,2021-05-28,15:00:00,SHORT,15450.8,15437.5,15472.68,15407.04,114,13.3,0.086,1516.2,Time Exit
985,2021-05-31,09:30:00,2021-05-31,10:00:00,SHORT,15442.65,15474.06,15474.06,15379.84,80,-31.41,-0.203,-2512.57,Stop Loss
986,2021-06-02,10:45:00,2021-06-02,14:45:00,SHORT,15496.8,15524.31,15524.31,15441.77,90,-27.51,-0.178,-2476.29,Stop Loss
987,2021-06-04,11:00:00,2021-06-04,12:30:00,SHORT,15670.4,15695.77,15695.77,15619.66,97,-25.37,-0.162,-2461.03,Stop Loss
988,2021-06-11,14:00:00,2021-06-11,15:00:00,SHORT,15809.35,15799.8,15832.73,15762.59,104,9.55,0.06,993.2,Time Exit
989,2021-06-14,10:00:00,2021-06-14,13:15:00,SHORT,15732.35,15769.46,15769.46,15658.13,66,-37.11,-0.236,-2449.31,Stop Loss
990,2021-06-16,10:15:00,2021-06-16,14:15:00,SHORT,15798.2,15822.65,15822.65,15749.29,99,-24.45,-0.155,-2420.9,Stop Loss
991,2021-06-17,10:00:00,2021-06-17,10:30:00,SHORT,15735.2,15763.31,15763.31,15678.98,85,-28.11,-0.179,-2389.41,Stop Loss
992,2021-06-18,10:30:00,2021-06-18,10:45:00,SHORT,15565.75,15468.61,15614.32,15468.61,49,97.14,0.624,4760.0,Take Profit
993,2021-06-21,13:45:00,2021-06-21,14:30:00,LONG,15683.6,15737.19,15656.8,15737.19,90,53.59,0.342,4823.36,Take Profit
994,2021-06-23,10:00:00,2021-06-23,10:45:00,SHORT,15753.45,15789.19,15789.19,15681.98,69,-35.74,-0.227,-2465.76,Stop Loss
995,2021-06-25,13:00:00,2021-06-25,15:00:00,LONG,15841.55,15866.95,15820.76,15883.13,117,25.4,0.16,2971.8,Time Exit
996,2021-06-28,10:45:00,2021-06-28,15:00:00,SHORT,15834.1,15812.35,15860.83,15780.64,92,21.75,0.137,2001.0,Time Exit
997,2021-06-29,10:15:00,2021-06-29,13:30:00,SHORT,15767.1,15790.15,15790.15,15721.0,108,-23.05,-0.146,-2489.4,Stop Loss
998,2021-06-30,14:15:00,2021-06-30,15:00:00,SHORT,15762.65,15713.95,15780.89,15726.16,135,48.7,0.309,6574.5,Time Exit
999,2021-07-06,09:45:00,2021-07-06,14:30:00,LONG,15870.5,15839.99,15839.99,15931.53,83,-30.51,-0.192,-2532.69,Stop Loss
1000,2021-07-07,12:15:00,2021-07-07,14:30:00,SHORT,15840.35,15863.5,15863.5,15794.04,108,-23.15,-0.146,-2500.59,Stop Loss
1001,2021-07-08,12:00:00,2021-07-08,12:45:00,SHORT,15792.5,15753.65,15811.92,15753.65,128,38.85,0.246,4972.8,Take Profit
1002,2021-07-09,10:15:00,2021-07-09,15:00:00,SHORT,15711.3,15686.85,15746.59,15640.72,72,24.45,0.156,1760.4,Time Exit
1003,2021-07-12,13:45:00,2021-07-12,14:30:00,SHORT,15701.85,15656.48,15724.54,15656.48,112,45.37,0.289,5081.6,Take Profit
1004,2021-07-13,14:00:00,2021-07-13,15:00:00,LONG,15800.9,15816.2,15785.14,15832.42,165,15.3,0.097,2524.5,Time Exit
1005,2021-07-14,12:00:00,2021-07-14,13:00:00,LONG,15837.1,15873.39,15818.96,15873.39,145,36.29,0.229,5261.43,Take Profit
1006,2021-07-15,12:30:00,2021-07-15,12:45:00,LONG,15934.5,15917.14,15917.14,15969.23,154,-17.36,-0.109,-2674.1,Stop Loss
1007,2021-07-16,12:15:00,2021-07-16,13:00:00,SHORT,15899.55,15920.22,15920.22,15858.21,128,-20.67,-0.13,-2645.49,Stop Loss
1008,2021-07-19,09:30:00,2021-07-19,12:45:00,SHORT,15818.3,15758.3,15848.3,15758.3,87,60.0,0.379,5220.0,Take Profit
1009,2021-07-20,09:45:00,2021-07-20,10:45:00,SHORT,15656.95,15598.71,15686.07,15598.71,92,58.24,0.372,5358.34,Take Profit
1010,2021-07-22,11:15:00,2021-07-22,14:45:00,LONG,15802.4,15772.82,15772.82,15861.56,92,-29.58,-0.187,-2721.56,Stop Loss
1011,2021-07-23,12:15:00,2021-07-23,13:00:00,SHORT,15852.05,15883.33,15883.33,15789.49,86,-31.28,-0.197,-2689.96,Stop Loss
1012,2021-07-26,10:00:00,2021-07-26,15:00:00,SHORT,15870.3,15823.2,15895.47,15819.96,106,47.1,0.297,4992.6,Time Exit
1013,2021-07-27,11:15:00,2021-07-27,12:30:00,SHORT,15834.1,15790.02,15856.14,15790.02,124,44.08,0.278,5465.74,Take Profit
1014,2021-07-28,09:30:00,2021-07-28,10:30:00,SHORT,15645.15,15569.66,15682.9,15569.66,74,75.49,0.483,5586.47,Take Profit
1015,2021-07-30,11:30:00,2021-07-30,13:30:00,SHORT,15809.7,15831.53,15831.53,15766.04,130,-21.83,-0.138,-2837.71,Stop Loss
1016,2021-08-05,13:45:00,2021-08-05,15:00:00,LONG,16322.1,16284.35,16301.78,16362.74,138,-37.75,-0.231,-5209.5,Time Exit
1017,2021-08-06,10:30:00,2021-08-06,15:00:00,SHORT,16258.55,16230.4,16289.99,16195.67,88,28.15,0.173,2477.2,Time Exit
1018,2021-08-09,09:45:00,2021-08-09,11:45:00,SHORT,16312.5,16263.54,16336.98,16263.54,114,48.96,0.3,5581.11,Take Profit
1019,2021-08-10,12:15:00,2021-08-10,13:45:00,LONG,16343.55,16318.97,16318.97,16392.7,115,-24.58,-0.15,-2826.13,Stop Loss
1020,2021-08-11,09:45:00,2021-08-11,15:00:00,SHORT,16238.5,16281.6,16279.33,16156.85,69,-43.1,-0.265,-2973.9,Time Exit
1021,2021-08-12,12:45:00,2021-08-12,15:00:00,LONG,16353.8,16357.65,16337.01,16387.39,165,3.85,0.024,635.25,Time Exit
1022,2021-08-13,09:30:00,2021-08-13,11:30:00,LONG,16442.05,16484.23,16420.96,16484.23,132,42.18,0.257,5567.57,Take Profit
1023,2021-08-16,11:00:00,2021-08-16,15:00:00,SHORT,16571.1,16568.2,16600.45,16512.39,97,2.9,0.018,281.3,Time Exit
1024,2021-08-17,11:15:00,2021-08-17,12:00:00,SHORT,16584.2,16536.22,16608.19,16536.22,118,47.98,0.289,5661.47,Take Profit
1025,2021-08-18,12:45:00,2021-08-18,14:15:00,SHORT,16591.65,16545.44,16614.75,16545.44,125,46.21,0.278,5775.89,Take Profit
1026,2021-08-20,14:15:00,2021-08-20,15:00:00,SHORT,16486.05,16460.55,16517.69,16422.77,93,25.5,0.155,2371.5,Time Exit
1027,2021-08-23,10:45:00,2021-08-23,15:00:00,LONG,16442.85,16498.2,16392.99,16542.56,60,55.35,0.337,3321.0,Time Exit
1028,2021-08-24,13:00:00,2021-08-24,13:45:00,LONG,16565.7,16606.56,16545.27,16606.56,147,40.86,0.247,6006.0,Take Profit
1029,2021-08-25,14:15:00,2021-08-25,15:00:00,SHORT,16638.2,16628.75,16664.83,16584.95,115,9.45,0.057,1086.75,Time Exit
1030,2021-08-26,12:30:00,2021-08-26,13:15:00,SHORT,16630.55,16649.53,16649.53,16592.59,162,-18.98,-0.114,-3074.53,Stop Loss
1031,2021-08-27,10:00:00,2021-08-27,10:30:00,SHORT,16636.75,16664.04,16664.04,16582.18,112,-27.29,-0.164,-3056.0,Stop Loss
1032,2021-09-07,09:45:00,2021-09-07,10:00:00,SHORT,17352.35,17296.81,17380.12,17296.81,109,55.54,0.32,6053.39,Take Profit
1033,2021-09-08,12:30:00,2021-09-08,14:00:00,SHORT,17289.2,17318.05,17318.05,17231.49,107,-28.85,-0.167,-3087.33,Stop Loss
1034,2021-09-13,09:45:00,2021-09-13,12:00:00,SHORT,17308.55,17335.24,17335.24,17255.18,114,-26.69,-0.154,-3042.17,Stop Loss
1035,2021-09-14,13:30:00,2021-09-14,15:00:00,SHORT,17384.1,17375.9,17399.19,17353.92,200,8.2,0.047,1640.0,Time Exit
1036,2021-09-15,09:45:00,2021-09-15,10:15:00,SHORT,17436.45,17455.54,17455.54,17398.27,159,-19.09,-0.109,-3035.2,Stop Loss
1037,2021-09-16,13:30:00,2021-09-16,14:00:00,SHORT,17589.85,17609.56,17609.56,17550.42,153,-19.71,-0.112,-3016.29,Stop Loss
1038,2021-09-17,11:30:00,2021-09-17,11:45:00,SHORT,17658.25,17695.14,17695.14,17584.48,81,-36.89,-0.209,-2987.74,Stop Loss
1039,2021-09-20,10:15:00,2021-09-20,14:00:00,SHORT,17574.35,17466.39,17628.33,17466.39,55,107.96,0.614,5937.64,Take Profit
1040,2021-09-21,10:00:00,2021-09-21,10:45:00,SHORT,17372.55,17420.79,17420.79,17276.08,62,-48.24,-0.278,-2990.61,Stop Loss
1041,2021-09-23,11:30:00,2021-09-23,14:15:00,LONG,17723.1,17788.54,17690.38,17788.54,91,65.44,0.369,5955.3,Take Profit
1042,2021-09-24,13:15:00,2021-09-24,13:45:00,SHORT,17830.55,17865.17,17865.17,17761.31,88,-34.62,-0.194,-3046.37,Stop Loss
1043,2021-09-27,10:30:00,2021-09-27,12:15:00,SHORT,17836.05,17876.11,17876.11,17755.92,75,-40.06,-0.225,-3004.82,Stop Loss
1044,2021-09-28,10:30:00,2021-09-28,11:45:00,SHORT,17832.5,17768.17,17864.66,17768.17,93,64.33,0.361,5982.56,Take Profit
1045,2021-09-30,13:00:00,2021-09-30,14:15:00,SHORT,17652.75,17591.89,17683.18,17591.89,100,60.86,0.345,6086.43,Take Profit
1046,2021-10-01,10:15:00,2021-10-01,15:00:00,SHORT,17522.8,17530.2,17572.86,17422.69,62,-7.4,-0.042,-458.8,Time Exit
1047,2021-10-11,10:15:00,2021-10-11,15:00:00,LONG,17968.95,17950.75,17913.46,18079.94,56,-18.2,-0.101,-1019.2,Time Exit
1048,2021-10-12,14:15:00,2021-10-12,15:00:00,SHORT,17975.65,17991.4,18005.38,17916.19,104,-15.75,-0.088,-1638.0,Time Exit
1049,2021-10-13,09:45:00,2021-10-13,13:30:00,LONG,18117.7,18179.69,18086.71,18179.69,99,61.99,0.342,6136.59,Take Profit
1050,2021-10-18,13:45:00,2021-10-18,15:00:00,SHORT,18514.1,18474.55,18539.62,18463.06,123,39.55,0.214,4864.65,Time Exit
1051,2021-10-19,10:00:00,2021-10-19,10:15:00,SHORT,18459.6,18503.34,18503.34,18372.11,73,-43.74,-0.237,-3193.23,Stop Loss
1052,2021-10-20,10:00:00,2021-10-20,11:45:00,SHORT,18445.0,18346.09,18494.45,18346.09,64,98.91,0.536,6330.06,Take Profit
1053,2021-10-21,10:00:00,2021-10-21,10:45:00,SHORT,18245.65,18152.56,18292.2,18152.56,69,93.09,0.51,6423.41,Take Profit
1054,2021-10-22,13:00:00,2021-10-22,14:00:00,SHORT,18084.2,18133.05,18133.05,17986.49,67,-48.85,-0.27,-3273.19,Stop Loss
1055,2021-10-25,09:30:00,2021-10-25,11:00:00,SHORT,18058.05,18117.92,18117.92,17938.3,54,-59.88,-0.332,-3233.25,Stop Loss
1056,2021-10-26,11:30:00,2021-10-26,13:30:00,LONG,18135.35,18228.29,18088.88,18228.29,69,92.94,0.512,6413.06,Take Profit
1057,2021-10-27,14:30:00,2021-10-27,14:45:00,SHORT,18221.55,18250.44,18250.44,18163.76,113,-28.89,-0.159,-3264.89,Stop Loss
1058,2021-10-28,09:30:00,2021-10-28,12:15:00,SHORT,18070.45,17991.62,18109.86,17991.62,82,78.83,0.436,6463.94,Take Profit
1059,2021-10-29,10:00:00,2021-10-29,13:15:00,SHORT,17857.55,17713.22,17929.71,17713.22,46,144.33,0.808,6639.11,Take Profit
1060,2021-11-01,14:00:00,2021-11-01,15:00:00,LONG,17895.35,17933.0,17860.91,17964.24,98,37.65,0.21,3689.7,Time Exit
1061,2021-11-02,13:45:00,2021-11-02,14:45:00,SHORT,17872.1,17911.0,17911.0,17794.29,88,-38.9,-0.218,-3423.51,Stop Loss
1062,2021-11-03,11:45:00,2021-11-03,12:45:00,SHORT,17918.65,17856.3,17949.83,17856.3,108,62.35,0.348,6733.8,Take Profit
1063,2021-11-15,11:45:00,2021-11-15,15:00:00,LONG,18112.05,18106.3,18065.81,18204.53,74,-5.75,-0.032,-425.5,Time Exit
1064,2021-11-16,09:30:00,2021-11-16,10:00:00,SHORT,18045.35,18078.16,18078.16,17979.72,105,-32.81,-0.182,-3445.5,Stop Loss
1065,2021-11-17,10:15:00,2021-11-17,14:45:00,SHORT,18004.35,17928.03,18042.51,17928.03,89,76.32,0.424,6792.61,Take Profit
1066,2021-11-18,10:00:00,2021-11-18,10:30:00,SHORT,17795.05,17726.14,17829.51,17726.14,101,68.91,0.387,6960.34,Take Profit
1067,2021-11-22,10:00:00,2021-11-22,11:45:00,SHORT,17633.95,17521.62,17690.11,17521.62,63,112.33,0.637,7076.7,Take Profit
1068,2021-11-23,14:15:00,2021-11-23,15:00:00,LONG,17527.85,17504.95,17485.51,17612.54,85,-22.9,-0.131,-1946.5,Time Exit
1069,2021-11-25,11:00:00,2021-11-25,12:00:00,SHORT,17465.3,17512.67,17512.67,17370.55,76,-47.38,-0.271,-3600.5,Stop Loss
1070,2021-11-26,09:45:00,2021-11-26,10:45:00,SHORT,17233.25,17111.7,17294.03,17111.7,58,121.55,0.705,7049.9,Take Profit
1071,2021-11-29,09:45:00,2021-11-29,11:15:00,SHORT,17035.1,17109.86,17109.86,16885.58,48,-74.76,-0.439,-3588.51,Stop Loss
1072,2021-12-01,14:00:00,2021-12-01,14:15:00,SHORT,17089.6,17126.4,17126.4,17016.0,97,-36.8,-0.215,-3569.6,Stop Loss
1073,2021-12-02,09:45:00,2021-12-02,14:30:00,LONG,17265.3,17353.42,17221.24,17353.42,81,88.12,0.51,7137.84,Take Profit
1074,2021-12-03,12:15:00,2021-12-03,13:15:00,SHORT,17359.5,17279.04,17399.73,17279.04,90,80.46,0.463,7241.14,Take Profit
1075,2021-12-06,11:15:00,2021-12-06,14:15:00,SHORT,17075.55,16977.06,17124.79,16977.06,75,98.49,0.577,7386.43,Take Profit
1076,2021-12-07,12:15:00,2021-12-07,12:45:00,LONG,17186.95,17148.16,17148.16,17264.52,97,-38.79,-0.226,-3762.21,Stop Loss
1077,2021-12-09,10:15:00,2021-12-09,10:30:00,SHORT,17385.3,17421.72,17421.72,17312.45,102,-36.42,-0.21,-3715.35,Stop Loss
1078,2021-12-10,10:00:00,2021-12-10,10:45:00,SHORT,17443.3,17486.13,17486.13,17357.64,86,-42.83,-0.246,-3683.26,Stop Loss
1079,2021-12-13,12:30:00,2021-12-13,13:00:00,SHORT,17457.35,17377.87,17497.09,17377.87,92,79.48,0.455,7312.03,Take Profit
1080,2021-12-15,10:45:00,2021-12-15,11:15:00,SHORT,17213.3,17251.61,17251.61,17136.68,97,-38.31,-0.223,-3716.14,Stop Loss
1081,2021-12-16,09:30:00,2021-12-16,09:45:00,LONG,17300.2,17259.96,17259.96,17380.69,92,-40.24,-0.233,-3702.34,Stop Loss
1082,2021-12-17,09:30:00,2021-12-17,10:15:00,SHORT,17140.3,17044.41,17188.25,17044.41,76,95.89,0.559,7287.86,Take Profit
1083,2021-12-20,10:00:00,2021-12-20,12:45:00,SHORT,16600.35,16470.41,16665.32,16470.41,57,129.94,0.783,7406.34,Take Profit
1084,2021-12-21,12:45:00,2021-12-21,13:00:00,LONG,16927.05,16891.02,16891.02,16999.1,106,-36.03,-0.213,-3818.65,Stop Loss
1085,2021-12-22,14:15:00,2021-12-22,14:45:00,SHORT,16901.5,16927.26,16927.26,16849.97,146,-25.76,-0.152,-3761.59,Stop Loss
1086,2021-12-28,12:45:00,2021-12-28,13:00:00,LONG,17234.3,17212.06,17212.06,17278.78,168,-22.24,-0.129,-3736.2,Stop Loss
1087,2021-12-29,09:30:00,2021-12-29,11:00:00,SHORT,17263.5,17203.59,17293.46,17203.59,123,59.91,0.347,7369.46,Take Profit
1088,2021-12-30,09:30:00,2021-12-30,10:00:00,SHORT,17218.25,17242.83,17242.83,17169.09,153,-24.58,-0.143,-3760.52,Stop Loss
1089,2021-12-31,10:45:00,2021-12-31,13:00:00,LONG,17334.6,17396.57,17303.61,17396.57,120,61.97,0.358,7436.57,Take Profit
1090,2022-01-03,12:00:00,2022-01-03,12:30:00,LONG,17525.35,17578.59,17498.73,17578.59,143,53.24,0.304,7612.71,Take Profit
1091,2022-01-04,12:00:00,2022-01-04,14:45:00,SHORT,17732.6,17771.51,17771.51,17654.77,100,-38.91,-0.219,-3891.43,Stop Loss
1092,2022-01-05,11:15:00,2022-01-05,12:30:00,SHORT,17848.9,17883.93,17883.93,17778.85,110,-35.03,-0.196,-3852.75,Stop Loss
1093,2022-01-06,10:30:00,2022-01-06,13:00:00,SHORT,17672.25,17717.31,17717.31,17582.12,84,-45.06,-0.255,-3785.4,Stop Loss
1094,2022-01-07,14:00:00,2022-01-07,14:30:00,SHORT,17749.85,17788.39,17788.39,17672.78,98,-38.54,-0.217,-3776.5,Stop Loss
1095,2022-01-10,14:00:00,2022-01-10,15:00:00,LONG,17964.5,18004.5,17940.54,18012.41,155,40.0,0.223,6200.0,Time Exit
1096,2022-01-11,12:30:00,2022-01-11,13:15:00,SHORT,18042.55,18075.03,18075.03,17977.59,117,-32.48,-0.18,-3800.41,Stop Loss
1097,2022-01-12,14:30:00,2022-01-12,15:00:00,SHORT,18200.6,18215.1,18222.47,18156.85,171,-14.5,-0.08,-2479.5,Time Exit
1098,2022-01-13,10:30:00,2022-01-13,10:45:00,SHORT,18190.7,18222.14,18222.14,18127.82,118,-31.44,-0.173,-3709.84,Stop Loss
1099,2022-01-14,09:30:00,2022-01-14,11:30:00,SHORT,18223.9,18153.63,18259.04,18153.63,105,70.27,0.386,7378.5,Take Profit
1100,2022-01-17,13:45:00,2022-01-17,15:00:00,SHORT,18301.85,18305.65,18323.34,18258.87,175,-3.8,-0.021,-665.0,Time Exit
1101,2022-01-18,09:45:00,2022-01-18,11:15:00,SHORT,18218.9,18251.34,18251.34,18154.01,116,-32.44,-0.178,-3763.37,Stop Loss
1102,2022-01-19,09:30:00,2022-01-19,09:45:00,SHORT,17964.6,18017.17,18017.17,17859.46,71,-52.57,-0.293,-3732.32,Stop Loss
1103,2022-01-20,11:15:00,2022-01-20,12:15:00,SHORT,17785.85,17825.12,17825.12,17707.31,94,-39.27,-0.221,-3691.18,Stop Loss
1104,2022-01-21,09:45:00,2022-01-21,14:30:00,SHORT,17668.7,17547.58,17729.26,17547.58,60,121.12,0.686,7267.29,Take Profit
1105,2022-01-27,10:45:00,2022-01-27,13:45:00,SHORT,16957.05,17065.33,17065.33,16740.49,34,-108.28,-0.639,-3681.59,Stop Loss
1106,2022-01-28,09:30:00,2022-01-28,13:45:00,LONG,17338.6,17269.35,17269.35,17477.11,53,-69.25,-0.399,-3670.44,Stop Loss
1107,2022-02-01,12:30:00,2022-02-01,13:00:00,LONG,17585.7,17521.32,17521.32,17714.46,57,-64.38,-0.366,-3669.78,Stop Loss
1108,2022-02-03,11:15:00,2022-02-03,12:00:00,SHORT,17690.75,17632.5,17719.88,17632.5,124,58.25,0.329,7223.0,Take Profit
1109,2022-02-04,12:45:00,2022-02-04,13:15:00,SHORT,17481.85,17520.37,17520.37,17404.81,95,-38.52,-0.22,-3659.2,Stop Loss
1110,2022-02-07,09:45:00,2022-02-07,11:15:00,SHORT,17408.65,17308.15,17458.9,17308.15,72,100.5,0.577,7236.0,Take Profit
1111,2022-02-08,10:30:00,2022-02-08,11:30:00,SHORT,17090.9,17151.77,17151.77,16969.16,61,-60.87,-0.356,-3712.94,Stop Loss
1112,2022-02-10,09:30:00,2022-02-10,10:15:00,LONG,17458.2,17520.3,17427.15,17520.3,118,62.1,0.356,7327.8,Take Profit
1113,2022-02-11,13:30:00,2022-02-11,14:00:00,SHORT,17444.3,17383.44,17474.73,17383.44,123,60.86,0.349,7486.31,Take Profit
1114,2022-02-14,10:00:00,2022-02-14,14:15:00,SHORT,17032.15,16883.48,17106.49,16883.48,51,148.67,0.873,7582.24,Take Profit
1115,2022-02-15,09:30:00,2022-02-15,11:30:00,LONG,16883.75,17007.36,16821.95,17007.36,63,123.61,0.732,7787.25,Take Profit
1116,2022-02-22,10:45:00,2022-02-22,14:00:00,SHORT,16978.0,17055.33,17055.33,16823.34,51,-77.33,-0.455,-3943.94,Stop Loss
1117,2022-02-23,14:30:00,2022-02-23,14:45:00,SHORT,17116.2,17141.78,17141.78,17065.05,154,-25.58,-0.149,-3938.55,Stop Loss
1118,2022-02-24,09:30:00,2022-02-24,11:15:00,SHORT,16550.3,16626.22,16626.22,16398.46,51,-75.92,-0.459,-3871.81,Stop Loss
1119,2022-02-25,09:30:00,2022-02-25,15:00:00,LONG,16632.25,16657.5,16533.15,16830.46,39,25.25,0.152,984.75,Time Exit
1120,2022-02-28,10:30:00,2022-02-28,11:15:00,SHORT,16538.45,16610.46,16610.46,16394.44,54,-72.01,-0.435,-3888.39,Stop Loss
1121,2022-03-03,12:30:00,2022-03-03,15:00:00,SHORT,16558.4,16526.2,16602.8,16469.59,86,32.2,0.194,2769.2,Time Exit
1122,2022-03-04,10:15:00,2022-03-04,11:45:00,SHORT,16183.1,16250.81,16250.81,16047.69,57,-67.71,-0.418,-3859.31,Stop Loss
1123,2022-03-07,10:00:00,2022-03-07,11:15:00,SHORT,15785.4,15896.12,15896.12,15563.96,34,-110.72,-0.701,-3764.53,Stop Loss
1124,2022-03-08,11:45:00,2022-03-08,12:15:00,SHORT,15698.15,15756.21,15756.21,15582.02,65,-58.06,-0.37,-3774.18,Stop Loss
1125,2022-03-09,10:00:00,2022-03-09,12:45:00,LONG,16144.7,16281.71,16076.2,16281.71,55,137.01,0.849,7535.39,Take Profit
1126,2022-03-10,13:45:00,2022-03-10,14:30:00,SHORT,16535.0,16580.62,16580.62,16443.76,84,-45.62,-0.276,-3831.9,Stop Loss
1127,2022-03-11,09:30:00,2022-03-11,15:00:00,SHORT,16643.25,16628.35,16716.19,16497.36,52,14.9,0.09,774.8,Time Exit
1128,2022-03-14,12:00:00,2022-03-14,14:15:00,LONG,16731.1,16815.26,16689.02,16815.26,90,84.16,0.503,7574.79,Take Profit
1129,2022-03-15,12:30:00,2022-03-15,13:15:00,SHORT,16778.35,16680.3,16827.38,16680.3,79,98.05,0.584,7745.95,Take Profit
1130,2022-03-17,10:15:00,2022-03-17,15:00:00,LONG,17258.9,17272.9,17207.93,17360.85,77,14.0,0.081,1078.0,Time Exit
1131,2022-03-23,10:15:00,2022-03-23,10:45:00,SHORT,17315.25,17362.26,17362.26,17221.24,84,-47.01,-0.271,-3948.6,Stop Loss
1132,2022-03-24,09:45:00,2022-03-24,12:15:00,SHORT,17257.6,17157.19,17307.8,17157.19,78,100.41,0.582,7831.76,Take Profit
1133,2022-03-25,12:15:00,2022-03-25,15:00:00,SHORT,17138.2,17134.7,17178.71,17057.19,99,3.5,0.02,346.5,Time Exit
1134,2022-03-28,09:30:00,2022-03-28,12:30:00,SHORT,17069.05,17112.15,17112.15,16982.85,93,-43.1,-0.253,-4008.3,Stop Loss
1135,2022-03-30,11:15:00,2022-03-30,13:30:00,LONG,17489.4,17455.19,17455.19,17557.81,116,-34.21,-0.196,-3968.03,Stop Loss
1136,2022-03-31,11:30:00,2022-03-31,13:00:00,SHORT,17488.15,17520.42,17520.42,17423.61,121,-32.27,-0.185,-3904.41,Stop Loss
1137,2022-04-01,09:30:00,2022-04-01,09:45:00,SHORT,17495.35,17527.16,17527.16,17431.72,122,-31.81,-0.182,-3881.34,Stop Loss
1138,2022-04-04,09:30:00,2022-04-04,10:00:00,LONG,17975.75,18064.61,17931.32,18064.61,86,88.86,0.494,7641.71,Take Profit
1139,2022-04-05,13:00:00,2022-04-05,14:00:00,SHORT,18067.1,18007.9,18096.7,18007.9,132,59.2,0.328,7814.4,Take Profit
1140,2022-04-06,10:30:00,2022-04-06,11:45:00,SHORT,17804.65,17849.89,17849.89,17714.18,88,-45.24,-0.254,-3980.74,Stop Loss
1141,2022-04-07,10:15:00,2022-04-07,11:30:00,SHORT,17686.75,17727.39,17727.39,17605.46,97,-40.64,-0.23,-3942.36,Stop Loss
1142,2022-04-08,12:45:00,2022-04-08,14:00:00,LONG,17715.8,17799.59,17673.9,17799.59,93,83.79,0.473,7792.74,Take Profit
1143,2022-04-12,09:45:00,2022-04-12,14:15:00,SHORT,17516.1,17561.71,17561.71,17424.88,87,-45.61,-0.26,-3968.13,Stop Loss
1144,2022-04-13,10:45:00,2022-04-13,11:45:00,LONG,17546.15,17500.15,17500.15,17638.14,86,-46.0,-0.262,-3955.69,Stop Loss
1145,2022-04-18,12:15:00,2022-04-18,14:30:00,SHORT,17126.65,17178.59,17178.59,17022.76,75,-51.94,-0.303,-3895.71,Stop Loss
1146,2022-04-20,11:00:00,2022-04-20,15:00:00,SHORT,17120.25,17127.25,17198.59,16963.57,49,-7.0,-0.041,-343.0,Time Exit
1147,2022-04-21,12:15:00,2022-04-21,14:30:00,LONG,17337.7,17405.63,17303.74,17405.63,114,67.93,0.392,7743.86,Take Profit
1148,2022-04-22,11:00:00,2022-04-22,14:00:00,SHORT,17296.85,17216.51,17337.02,17216.51,98,80.34,0.464,7872.9,Take Profit
1149,2022-04-25,10:00:00,2022-04-25,12:15:00,SHORT,17033.4,16923.05,17088.58,16923.05,73,110.35,0.648,8055.55,Take Profit
