date,open,high,low,close,volume,cpr_pp,cpr_bc,cpr_tc,cpr_width,supertrend,supertrend_dir,bb_middle,bb_upper,bb_lower
2004-01-01 00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,0,,,,,,1,,,
2004-01-02 00:00:00+05:30,1055.2,1055.2,1055.2,1055.2,0,1000.0,1000.0,1000.0,0.0,,1,,,
2004-01-05 00:00:00+05:30,1085.2,1085.2,1085.2,1085.2,0,1055.2,1055.2,1055.2,0.0,,1,,,
2004-01-06 00:00:00+05:30,1079.3,1079.3,1079.3,1079.3,0,1085.2,1085.2,1085.2,0.0,,1,,,
2004-01-07 00:00:00+05:30,1063.2,1063.2,1063.2,1063.2,0,1079.3,1079.3,1079.3,0.0,,1,,,
2004-01-08 00:00:00+05:30,1108.8,1108.8,1108.8,1108.8,0,1063.2,1063.2,1063.2,0.0,,1,,,
2004-01-09 00:00:00+05:30,1141.7,1141.7,1141.7,1141.7,0,1108.8,1108.8,1108.8,0.0,,1,,,
2004-01-12 00:00:00+05:30,1158.5,1158.5,1158.5,1158.5,0,1141.7,1141.7,1141.7,0.0,,1,,,
2004-01-13 00:00:00+05:30,1173.8,1173.8,1173.8,1173.8,0,1158.5,1158.5,1158.5,0.0,,1,,,
2004-01-14 00:00:00+05:30,1211.9,1211.9,1211.9,1211.9,0,1173.8,1173.8,1173.8,0.0,,1,,,
2004-01-15 00:00:00+05:30,1193.2,1193.2,1193.2,1193.2,0,1211.9,1211.9,1211.9,0.0,,1,,,
2004-01-16 00:00:00+05:30,1143.2,1143.2,1143.2,1143.2,0,1193.2,1193.2,1193.2,0.0,,1,,,
2004-01-19 00:00:00+05:30,1172.4,1172.4,1172.4,1172.4,0,1143.2,1143.2,1143.2,0.0,,1,,,
2004-01-20 00:00:00+05:30,1124.5,1124.5,1124.5,1124.5,0,1172.4,1172.4,1172.4,0.0,,1,,,
2004-01-21 00:00:00+05:30,1045.8,1045.8,1045.8,1045.8,0,1124.5,1124.5,1124.5,0.0,,1,,,
